key,kind,left_pattern_id,right_pattern_id,gap_bucket,left_pattern,right_pattern,train_support,valid_support,npmi,heldout_log_rate_diff,document_count,document_coverage
2883937,self,44,44,1,' ' --d=1--> '\xa0',' ' --d=1--> '\xa0',105,25,0.38324858,0.06955015,88,0.00880000
3015026,self,46,46,2,'.' --d=1--> ' ','.' --d=1--> ' ',105,30,0.25742345,0.11277141,88,0.00880000
1245336,self,19,19,0,' ' --d=3--> '.',' ' --d=3--> '.',99,28,0.22705356,0.10261904,94,0.00940000
524353,self,8,8,1,'0' --d=1--> '0','0' --d=1--> '0',98,30,0.11150446,0.18176428,115,0.01150000
2424858,hetero,37,3,2,' ' --d=2--> '9',' ' --d=1--> '1',97,26,0.10147133,0.04891994,107,0.01070000
3801554,self,58,58,2,'.' --d=1--> '\xa0','.' --d=1--> '\xa0',96,43,0.30335781,0.56238630,98,0.00980000
1835066,hetero,28,7,2,'2' --d=2--> '1','2' --d=1--> '0',95,25,0.11909178,0.03053331,103,0.01030000
2097304,hetero,32,19,0,' ' --d=1--> ' ',' ' --d=3--> '.',91,30,0.24183408,0.25587225,95,0.00950000
1114368,hetero,17,32,0,' ' --d=2--> '.',' ' --d=1--> ' ',90,24,0.22624212,0.04377854,84,0.00840000
1245440,hetero,19,32,0,' ' --d=3--> '.',' ' --d=1--> ' ',89,27,0.22994065,0.17273487,81,0.00810000
2228290,hetero,34,8,2,'2' --d=2--> '0','0' --d=1--> '0',89,25,0.12146301,0.09577383,93,0.00930000
2097306,hetero,32,19,2,' ' --d=1--> ' ',' ' --d=3--> '.',85,28,0.29115038,0.25508763,76,0.00760000
2097305,hetero,32,19,1,' ' --d=1--> ' ',' ' --d=3--> '.',85,23,0.27613451,0.05837734,83,0.00830000
1245442,hetero,19,32,2,' ' --d=3--> '.',' ' --d=1--> ' ',84,30,0.28990593,0.33591496,85,0.00850000
2097288,hetero,32,17,0,' ' --d=1--> ' ',' ' --d=2--> '.',84,26,0.22305789,0.19281412,89,0.00890000
2883939,self,44,44,3,' ' --d=1--> '\xa0',' ' --d=1--> '\xa0',83,38,0.37180175,0.58427993,72,0.00720000
2883936,self,44,44,0,' ' --d=1--> '\xa0',' ' --d=1--> '\xa0',83,27,0.36731439,0.24253063,72,0.00720000
458811,self,7,7,3,'2' --d=1--> '0','2' --d=1--> '0',82,18,0.13379750,0.15081311,75,0.00750000
459026,hetero,7,34,2,'2' --d=1--> '0','2' --d=2--> '0',82,16,0.11334895,0.26859615,89,0.00890000
2884666,hetero,44,135,2,' ' --d=1--> '\xa0','.' --d=2--> '\xa0',81,25,0.32042604,0.18996105,63,0.00630000
458978,hetero,7,28,2,'2' --d=1--> '0','2' --d=2--> '1',79,23,0.10095548,0.13158074,81,0.00810000
8847730,hetero,135,46,2,'.' --d=2--> '\xa0','.' --d=1--> ' ',77,14,0.30429381,0.33921372,57,0.00570000
2097409,self,32,32,1,' ' --d=1--> ' ',' ' --d=1--> ' ',77,21,0.26647508,0.06625139,69,0.00690000
2097411,self,32,32,3,' ' --d=1--> ' ',' ' --d=1--> ' ',76,18,0.31445589,0.07482721,71,0.00710000
1245441,hetero,19,32,1,' ' --d=3--> '.',' ' --d=1--> ' ',76,24,0.26348656,0.21285487,73,0.00730000
2883954,hetero,44,46,2,' ' --d=1--> '\xa0','.' --d=1--> ' ',76,19,0.22487996,0.02075999,57,0.00570000
1114249,self,17,17,1,' ' --d=2--> '.',' ' --d=2--> '.',76,28,0.19961897,0.36700555,88,0.00880000
2228282,hetero,34,7,2,'2' --d=2--> '0','2' --d=1--> '0',76,18,0.10132671,0.07482721,85,0.00850000
1835218,hetero,28,26,2,'2' --d=2--> '1','0' --d=1--> '1',73,17,0.15312557,0.09171172,78,0.00780000
1704162,hetero,26,28,2,'0' --d=1--> '1','2' --d=2--> '1',72,22,0.15524120,0.17991071,83,0.00830000
1114264,hetero,17,19,0,' ' --d=2--> '.',' ' --d=3--> '.',71,22,0.17965671,0.19389695,82,0.00820000
1245320,hetero,19,17,0,' ' --d=3--> '.',' ' --d=2--> '.',71,26,0.17656552,0.36095104,79,0.00790000
1114369,hetero,17,32,1,' ' --d=2--> '.',' ' --d=1--> ' ',70,29,0.21870140,0.48433496,75,0.00750000
3015738,hetero,46,135,2,'.' --d=1--> ' ','.' --d=2--> '\xa0',68,11,0.28885420,0.45607806,52,0.00520000
2031866,self,31,31,2,'1' --d=1--> '9','1' --d=1--> '9',68,22,0.16696748,0.23706912,70,0.00700000
1114250,self,17,17,2,' ' --d=2--> '.',' ' --d=2--> '.',68,29,0.15504710,0.51332250,71,0.00710000
3015010,hetero,46,44,2,'.' --d=1--> ' ',' ' --d=1--> '\xa0',67,22,0.21298316,0.25188421,62,0.00620000
1245321,hetero,19,17,1,' ' --d=3--> '.',' ' --d=2--> '.',65,21,0.21377921,0.23566954,69,0.00690000
524888,hetero,8,75,0,'0' --d=1--> '0','0' --d=3--> '0',65,15,0.12650057,0.10080269,61,0.00610000
1114248,self,17,17,0,' ' --d=2--> '.',' ' --d=2--> '.',64,18,0.15903744,0.09702305,65,0.00650000
3867098,self,59,59,2,' ' --d=1--> ' •',' ' --d=1--> ' •',63,18,0.26664937,0.11277141,49,0.00490000
4915800,self,75,75,0,'0' --d=3--> '0','0' --d=3--> '0',63,30,0.19544288,0.62359703,53,0.00530000
1704146,self,26,26,2,'0' --d=1--> '1','0' --d=1--> '1',63,17,0.11125637,0.05561299,62,0.00620000
2425082,hetero,37,31,2,' ' --d=2--> '9','1' --d=1--> '9',62,25,0.18344098,0.45727582,69,0.00690000
524418,hetero,8,16,2,'0' --d=1--> '0',' ' --d=3--> '0',61,13,0.13346313,0.18039013,65,0.00650000
4915264,hetero,75,8,0,'0' --d=3--> '0','0' --d=1--> '0',61,10,0.12324829,0.44275440,57,0.00570000
524601,hetero,8,39,1,'0' --d=1--> '0','0' --d=2--> '0',61,15,0.12256119,0.03728929,60,0.00600000
1048618,hetero,16,5,2,' ' --d=3--> '0',' ' --d=1--> '2',61,13,0.10508941,0.18039013,69,0.00690000
2099362,hetero,32,276,2,' ' --d=1--> ' ','\n' --d=2--> ' ',60,9,0.32437236,0.53158561,39,0.00390000
2097289,hetero,32,17,1,' ' --d=1--> ' ',' ' --d=2--> '.',60,23,0.20497904,0.40668403,71,0.00710000
2031914,hetero,31,37,2,'1' --d=1--> '9',' ' --d=2--> '9',60,16,0.18209606,0.04377854,59,0.00590000
4915512,hetero,75,39,0,'0' --d=3--> '0','0' --d=2--> '0',59,21,0.18751642,0.33251937,43,0.00430000
524600,hetero,8,39,0,'0' --d=1--> '0','0' --d=2--> '0',59,11,0.11544776,0.31410780,58,0.00580000
196867,hetero,3,32,3,' ' --d=1--> '1',' ' --d=1--> ' ',57,11,0.12244366,0.27962162,62,0.00620000
1048641,hetero,16,8,1,' ' --d=3--> '0','0' --d=1--> '0',57,12,0.10154334,0.19261024,67,0.00670000
3015027,self,46,46,3,'.' --d=1--> ' ','.' --d=1--> ' ',56,10,0.32177850,0.35723222,55,0.00550000
3015025,self,46,46,1,'.' --d=1--> ' ','.' --d=1--> ' ',56,18,0.25687352,0.23055444,55,0.00550000
2097538,hetero,32,48,2,' ' --d=1--> ' ',' ' --d=2--> '1',56,22,0.18650114,0.43122514,53,0.00530000
3801553,self,58,58,1,'.' --d=1--> '\xa0','.' --d=1--> '\xa0',55,17,0.31884839,0.19141453,53,0.00530000
3145986,hetero,48,32,2,' ' --d=2--> '1',' ' --d=1--> ' ',55,13,0.18283962,0.07684945,52,0.00520000
2031864,self,31,31,0,'1' --d=1--> '9','1' --d=1--> '9',54,10,0.19191584,0.32086458,53,0.00530000
1114265,hetero,17,19,1,' ' --d=2--> '.',' ' --d=3--> '.',54,26,0.18291823,0.63464687,72,0.00720000
2228352,hetero,34,16,0,'2' --d=2--> '0',' ' --d=3--> '0',54,13,0.10755440,0.05850031,65,0.00650000
12714242,hetero,194,32,2,'\n' --d=1--> ' ',' ' --d=1--> ' ',53,12,0.25813858,0.11985089,29,0.00290000
2425080,hetero,37,31,0,' ' --d=2--> '9','1' --d=1--> '9',53,19,0.18831562,0.33968144,64,0.00640000
2031643,hetero,31,3,3,'1' --d=1--> '9',' ' --d=1--> '1',53,13,0.11894454,0.03980818,53,0.00530000
2555968,hetero,39,8,0,'0' --d=2--> '0','0' --d=1--> '0',53,14,0.10204014,0.03429979,54,0.00540000
2098706,hetero,32,194,2,' ' --d=1--> ' ','\n' --d=1--> ' ',52,8,0.26056504,0.50626780,36,0.00360000
4915265,hetero,75,8,1,'0' --d=3--> '0','0' --d=1--> '0',52,12,0.14561759,0.10080269,54,0.00540000
2555969,hetero,39,8,1,'0' --d=2--> '0','0' --d=1--> '0',51,17,0.10959224,0.26692209,57,0.00570000
2556217,self,39,39,1,'0' --d=2--> '0','0' --d=2--> '0',50,15,0.17149754,0.16156157,50,0.00500000
1638625,hetero,25,28,1,' ' --d=3--> '1','2' --d=2--> '1',50,9,0.15150825,0.34926405,57,0.00570000
458963,hetero,7,26,3,'2' --d=1--> '0','0' --d=1--> '1',50,13,0.14505914,0.01846073,57,0.00570000
1704160,hetero,26,28,0,'0' --d=1--> '1','2' --d=2--> '1',50,11,0.13553042,0.14859336,53,0.00530000
1048642,hetero,16,8,2,' ' --d=3--> '0','0' --d=1--> '0',50,14,0.11478267,0.09256870,60,0.00600000
1179794,self,18,18,2,'.' --d=1--> ' The','.' --d=1--> ' The',48,10,0.11571582,0.20308154,53,0.00530000
1115666,hetero,17,194,2,' ' --d=2--> '.','\n' --d=1--> ' ',47,10,0.24081149,0.18202813,39,0.00390000
1114306,hetero,17,24,2,' ' --d=2--> '.',' ' --d=1--> '3',47,8,0.11430913,0.40517168,51,0.00510000
1573058,self,24,24,2,' ' --d=1--> '3',' ' --d=1--> '3',47,11,0.11062232,0.08671795,48,0.00480000
1769690,self,27,27,2,'1' --d=1--> '0','1' --d=1--> '0',47,8,0.10051252,0.40517168,47,0.00470000
3867097,self,59,59,1,' ' --d=1--> ' •',' ' --d=1--> ' •',46,9,0.30909543,0.26588244,38,0.00380000
2031912,hetero,31,37,0,'1' --d=1--> '9',' ' --d=2--> '9',46,17,0.17128666,0.37010632,54,0.00540000
4915266,hetero,75,8,2,'0' --d=3--> '0','0' --d=1--> '0',46,12,0.16595296,0.02179963,45,0.00450000
2556216,self,39,39,0,'0' --d=2--> '0','0' --d=2--> '0',46,11,0.15292755,0.06521175,40,0.00400000
