key,kind,left_pattern_id,right_pattern_id,gap_bucket,left_pattern,right_pattern,train_support,valid_support,npmi,heldout_log_rate_diff,document_count,document_coverage
34078785,hetero,520,8,1,'6' --d=2--> ' ','0' --d=1--> '0',105,39,0.20130392,0.37513567,125,0.01250000
333544,hetero,5,733,0,' ' --d=1--> '2','7' --d=3--> '2',105,29,0.18300585,0.07886986,125,0.01250000
23461946,hetero,358,7,2,'2' --d=1--> '4','2' --d=1--> '0',105,24,0.15913605,0.11037214,122,0.01220000
10420282,hetero,159,7,2,'1' --d=1--> '6','2' --d=1--> '0',105,37,0.12836837,0.32249194,124,0.01240000
219900032,hetero,3355,3344,0,' are' --d=2--> ' using',' your' --d=1--> ' account',104,19,0.91348910,0.33441754,123,0.01230000
107580712,hetero,1641,4517,0,'prove' --d=1--> ' this',' answer' --d=1--> '\n',104,31,0.88085494,0.15513068,84,0.00840000
108039464,hetero,1648,4517,0,'|' --d=3--> ' this',' answer' --d=1--> '\n',104,31,0.88085494,0.15513068,84,0.00840000
108105000,hetero,1649,4517,0,'im' --d=2--> ' this',' answer' --d=1--> '\n',104,31,0.88085494,0.15513068,84,0.00840000
107449641,hetero,1639,4517,1,'|' --d=2--> 'prove',' answer' --d=1--> '\n',104,31,0.87965614,0.15513068,84,0.00840000
108891433,hetero,1661,4517,1,'share' --d=3--> 'prove',' answer' --d=1--> '\n',104,31,0.87965614,0.15513068,84,0.00840000
106204457,hetero,1620,4517,1,'im' --d=1--> 'prove',' answer' --d=1--> '\n',104,31,0.87861093,0.15513068,84,0.00840000
300709752,hetero,4588,3823,0,' are' --d=1--> ' commenting',' using' --d=1--> ' your',104,19,0.85176481,0.33441754,123,0.01230000
300705921,hetero,4588,3344,1,' are' --d=1--> ' commenting',' your' --d=1--> ' account',104,19,0.84824119,0.33441754,123,0.01230000
284690312,hetero,4344,241,0,'\xa0' --d=1--> '/','\xa0' --d=2--> '\xa0',104,19,0.79927509,0.33441754,123,0.01230000
109022506,hetero,1663,4517,2,'share' --d=2--> 'im',' answer' --d=1--> '\n',104,31,0.79453410,0.15513068,84,0.00840000
107515178,hetero,1640,4517,2,'|' --d=1--> 'im',' answer' --d=1--> '\n',104,31,0.79337348,0.15513068,84,0.00840000
108956970,hetero,1662,4517,2,'share' --d=1--> '|',' answer' --d=1--> '\n',104,31,0.68194054,0.15513068,84,0.00840000
278004138,hetero,4242,53,2,"',' --d=1--> ' March'","',' --d=2--> '2'",104,26,0.47627842,0.02075999,105,0.01050000
12452024,hetero,190,23,0,"',' --d=1--> ' there'",' is' --d=1--> ' a',104,28,0.47153584,0.05334799,127,0.01270000
106299451,hetero,1622,7,3,' July' --d=1--> ' ','2' --d=1--> '0',104,22,0.46463975,0.18781407,113,0.01130000
35721346,hetero,545,528,2,'1' --d=2--> '-','-' --d=1--> '2',104,14,0.45565631,0.63979919,48,0.00480000
46006338,hetero,702,8,2,' $' --d=3--> '0','0' --d=1--> '0',104,27,0.38026801,0.01698034,89,0.00890000
8652728,hetero,132,247,0,'1' --d=3--> '2','0' --d=2--> '3',104,32,0.29883382,0.18687938,77,0.00770000
3147144,hetero,48,177,0,' ' --d=2--> '1','0' --d=1--> '.',104,31,0.28966262,0.15513068,122,0.01220000
9765032,hetero,149,21,0,'3' --d=1--> '0',"',' --d=1--> ' '",104,33,0.26269134,0.21765104,127,0.01270000
35061809,hetero,535,6,1,'2' --d=1--> '7',' ' --d=2--> '0',104,29,0.25635760,0.08843931,125,0.01250000
31129664,hetero,475,8,0,'5' --d=3--> '0','0' --d=1--> '0',104,27,0.24274899,0.01698034,113,0.01130000
65640,hetero,1,13,0,' the' --d=2--> ' of',' the' --d=3--> ' of',104,27,0.23367962,0.01698034,124,0.01240000
202297,hetero,3,711,1,' ' --d=1--> '1','9' --d=1--> '4',104,15,0.22824013,0.57080632,95,0.00950000
8193096,hetero,125,137,0,' in' --d=1--> ' ','2' --d=3--> '0',104,19,0.22202008,0.33441754,109,0.01090000
9830449,hetero,150,6,1,'1' --d=1--> '8',' ' --d=2--> '0',104,19,0.19856607,0.33441754,114,0.01140000
33685562,hetero,514,7,2,'2' --d=1--> '8','2' --d=1--> '0',104,28,0.18806398,0.05334799,120,0.01200000
202472,hetero,3,733,0,' ' --d=1--> '1','7' --d=3--> '2',104,17,0.18323582,0.44564318,107,0.01070000
200064,hetero,3,432,0,' ' --d=1--> '1','9' --d=1--> '0',104,24,0.17124080,0.10080269,100,0.01000000
2097368,hetero,32,27,0,' ' --d=1--> ' ','1' --d=1--> '0',104,29,0.14963160,0.08843931,120,0.01200000
4718641,hetero,72,6,1,'1' --d=1--> '2',' ' --d=2--> '0',104,38,0.13039618,0.35872964,113,0.01130000
458795,hetero,7,5,3,'2' --d=1--> '0',' ' --d=1--> '2',104,27,0.10663311,0.01698034,110,0.01100000
300583753,hetero,4586,4457,1,'\xa0' --d=1--> 'Out','/' --d=1--> '\xa0',103,19,0.92331761,0.32475563,122,0.01220000
300582848,hetero,4586,4344,0,'\xa0' --d=1--> 'Out','\xa0' --d=1--> '/',103,19,0.91896017,0.32475563,122,0.01220000
300581297,hetero,4586,4150,1,'\xa0' --d=1--> 'Out','/' --d=3--> '\xa0',103,19,0.91426195,0.32475563,122,0.01220000
128612217,hetero,1962,3823,1,'You' --d=1--> ' are',' using' --d=1--> ' your',103,19,0.90144312,0.32475563,122,0.01220000
305428344,hetero,4660,3823,0,'You' --d=2--> ' commenting',' using' --d=1--> ' your',103,19,0.85091777,0.32475563,122,0.01220000
305424513,hetero,4660,3344,1,'You' --d=2--> ' commenting',' your' --d=1--> ' account',103,19,0.84738936,0.32475563,122,0.01220000
250580818,hetero,3823,4586,2,' using' --d=1--> ' your','\xa0' --d=1--> 'Out',103,19,0.84659939,0.32475563,122,0.01220000
15829832,hetero,241,4457,0,'\xa0' --d=2--> '\xa0','/' --d=1--> '\xa0',103,19,0.84379162,0.32475563,122,0.01220000
15827376,hetero,241,4150,0,'\xa0' --d=2--> '\xa0','/' --d=3--> '\xa0',103,19,0.82772376,0.32475563,122,0.01220000
128608386,hetero,1962,3344,2,'You' --d=1--> ' are',' your' --d=1--> ' account',103,19,0.78796105,0.32475563,122,0.01220000
300550026,hetero,4586,241,2,'\xa0' --d=1--> 'Out','\xa0' --d=2--> '\xa0',103,19,0.76549721,0.32475563,122,0.01220000
244320136,hetero,3728,241,0,'\xa0' --d=3--> '/','\xa0' --d=2--> '\xa0',103,19,0.76505459,0.32475563,122,0.01220000
300550024,hetero,4586,241,0,'\xa0' --d=1--> 'Out','\xa0' --d=2--> '\xa0',103,19,0.72457921,0.32475563,122,0.01220000
250546058,hetero,3823,241,2,' using' --d=1--> ' your','\xa0' --d=2--> '\xa0',103,19,0.68742212,0.32475563,122,0.01220000
219154314,hetero,3344,241,2,' your' --d=1--> ' account','\xa0' --d=2--> '\xa0',103,19,0.64636171,0.32475563,122,0.01220000
41491400,hetero,633,889,0,' (' --d=1--> '2','0' --d=3--> ')',103,24,0.53233034,0.09114078,81,0.00810000
149487616,hetero,2281,0,0,' was' --d=1--> ' one',' of' --d=1--> ' the',103,22,0.51148312,0.17815216,117,0.01170000
106299634,hetero,1622,30,2,' July' --d=1--> ' ',"',' --d=3--> '0'",103,22,0.43492919,0.17815216,112,0.01120000
265408,hetero,4,408,0,' in' --d=1--> ' the',' U' --d=1--> '.S',103,27,0.42529210,0.02664225,110,0.01100000
18088480,hetero,276,68,0,'\n' --d=2--> ' ','1' --d=1--> '.',103,14,0.32592560,0.63013728,62,0.00620000
2427672,hetero,37,355,0,' ' --d=2--> '9','6' --d=1--> '0',103,18,0.32202235,0.37882285,100,0.01000000
10354817,hetero,158,16,1,' ' --d=2--> '7',' ' --d=3--> '0',103,19,0.27863687,0.32475563,98,0.00980000
27459633,hetero,419,6,1,'2' --d=1--> '3',' ' --d=2--> '0',103,22,0.25112369,0.17815216,102,0.01020000
3474625,hetero,53,152,1,"',' --d=2--> '2'",'1' --d=2--> ' ',103,25,0.23483474,0.05031879,80,0.00800000
3145857,hetero,48,16,1,' ' --d=2--> '1',' ' --d=3--> '0',103,37,0.23328327,0.34172330,127,0.01270000
10551345,hetero,161,6,1,'1' --d=1--> '4',' ' --d=2--> '0',103,22,0.19953217,0.17815216,110,0.01100000
1572931,hetero,24,8,3,' ' --d=1--> '3','0' --d=1--> '0',103,29,0.19452870,0.09810122,113,0.01130000
9896249,hetero,151,39,1,'2' --d=3--> ' ','0' --d=2--> '0',103,34,0.19428890,0.25716591,126,0.01260000
3539184,hetero,54,30,0,' ' --d=1--> '5',"',' --d=3--> '0'",103,21,0.18261764,0.22467217,106,0.01060000
331280,hetero,5,450,0,' ' --d=1--> '2','4' --d=2--> ' ',103,27,0.14581300,0.02664225,124,0.01240000
1573104,hetero,24,30,0,' ' --d=1--> '3',"',' --d=3--> '0'",103,26,0.13364355,0.01109807,113,0.01130000
37451160,hetero,571,3763,0,' the' --d=1--> ' United',"' States' --d=1--> ','",102,28,0.94679862,0.07276607,119,0.01190000
933744,hetero,14,2030,0,' on' --d=1--> ' the',' other' --d=1--> ' hand',102,31,0.66451125,0.17454877,123,0.01230000
3023040,hetero,46,1048,0,'.' --d=1--> ' ','\xa0' --d=1--> 'The',102,21,0.55931745,0.21491600,72,0.00720000
224788523,hetero,3430,5,3,"',' --d=1--> ' April'",' ' --d=1--> '2',102,25,0.50609687,0.04056261,98,0.00980000
1653040,hetero,25,1830,0,' ' --d=3--> '1','3' --d=1--> '\n\n',102,23,0.42230012,0.12394422,117,0.01170000
480121,hetero,7,2671,1,'2' --d=1--> '0','9' --d=1--> '\n\n',102,40,0.36752823,0.42944102,120,0.01200000
47055728,hetero,718,110,0,'/' --d=2--> '0','1' --d=1--> '3',102,42,0.36740064,0.47823118,38,0.00380000
34210673,hetero,522,110,1,'/' --d=1--> '2','1' --d=1--> '3',102,42,0.36570359,0.47823118,38,0.00380000
9899248,hetero,151,414,0,'2' --d=3--> ' ','2' --d=3--> '9',102,26,0.29485706,0.00134190,105,0.01050000
3146002,hetero,48,34,2,' ' --d=2--> '1','2' --d=2--> '0',102,39,0.21094505,0.40412321,128,0.01280000
202848,hetero,3,780,0,' ' --d=1--> '1','6' --d=3--> '2',102,35,0.19120120,0.29590962,121,0.01210000
203136,hetero,3,816,0,' ' --d=1--> '1','1' --d=1--> ':',102,29,0.18149644,0.10785739,106,0.01060000
2425042,hetero,37,26,2,' ' --d=2--> '9','0' --d=1--> '1',102,32,0.16837790,0.20629747,133,0.01330000
327922,hetero,5,30,2,' ' --d=1--> '2',"',' --d=3--> '0'",102,15,0.10453499,0.55138824,91,0.00910000
108958777,hetero,1662,4743,1,'share' --d=1--> '|','prove' --d=3--> '\n\n',101,29,0.74538466,0.11770969,70,0.00700000
109024312,hetero,1663,4743,0,'share' --d=2--> 'im','prove' --d=3--> '\n\n',101,29,0.69241856,0.11770969,70,0.00700000
107516984,hetero,1640,4743,0,'|' --d=1--> 'im','prove' --d=3--> '\n\n',101,29,0.69135354,0.11770969,70,0.00700000
152633480,hetero,2329,17,0,'?\n' --d=1--> ' ',' ' --d=2--> '.',101,21,0.50899274,0.20506370,53,0.00530000
3217192,hetero,49,741,0,"' don' --d=1--> ""'t""",' know' --d=1--> ' what',101,18,0.49976453,0.35921438,107,0.01070000
83492864,hetero,1274,0,0,' the' --d=1--> ' middle',' of' --d=1--> ' the',101,25,0.49357966,0.03071032,123,0.01230000
40961568,hetero,625,196,0,'.\n' --d=2--> ' ','4' --d=1--> '.',101,35,0.47165012,0.30576192,117,0.01170000
37355616,hetero,570,12,0,' in' --d=1--> ' order',' to' --d=2--> ' the',101,29,0.46245443,0.11770969,124,0.01240000
6816136,hetero,104,49,0,' if' --d=1--> ' you',"' don' --d=1--> ""'t""",101,24,0.42330225,0.07153231,117,0.01170000
2097809,hetero,32,82,1,' ' --d=1--> ' ','2' --d=1--> '.',101,24,0.36238102,0.07153231,99,0.00990000
2233474,hetero,34,656,2,'2' --d=2--> '0','0' --d=2--> ':',101,20,0.34273270,0.25385387,41,0.00410000
13109241,hetero,200,255,1,'0' --d=2--> ' ','0' --d=3--> '\n\n',101,23,0.31992472,0.11409192,118,0.01180000
1640240,hetero,25,230,0,' ' --d=3--> '1','2' --d=2--> ' ',101,29,0.27438039,0.11770969,63,0.00630000
4849882,hetero,74,27,2,'1' --d=3--> ' ','1' --d=1--> '0',101,28,0.25491030,0.08261837,102,0.01020000
4852280,hetero,74,327,0,'1' --d=3--> ' ','2' --d=3--> '5',101,20,0.24401400,0.25385387,99,0.00990000
9897032,hetero,151,137,0,'2' --d=3--> ' ','2' --d=3--> '0',101,36,0.23778556,0.33393280,124,0.01240000
201289,hetero,3,585,1,' ' --d=1--> '1','9' --d=1--> '6',101,25,0.23111872,0.03071032,95,0.00950000
262192,hetero,4,6,0,' in' --d=1--> ' the',' ' --d=2--> '0',101,23,0.22320479,0.11409192,109,0.01090000
2556216,self,39,39,0,'0' --d=2--> '0','0' --d=2--> '0',101,37,0.20462221,0.36133177,34,0.00340000
2425058,hetero,37,28,2,' ' --d=2--> '9','2' --d=2--> '1',101,32,0.16775285,0.21614976,132,0.01320000
4980761,hetero,76,3,1,'1' --d=1--> '1',' ' --d=1--> '1',101,47,0.15815598,0.60056146,80,0.00800000
65553,hetero,1,2,1,' the' --d=2--> ' of',"',' --d=1--> ' and'",101,33,0.13830706,0.24692142,123,0.01230000
3473466,hetero,53,7,2,"',' --d=2--> '2'",'2' --d=1--> '0',101,24,0.10745960,0.07153231,96,0.00960000
313097800,hetero,4777,4041,0,'\n\n\n' --d=1--> 'Google','+' --d=1--> ' photo',100,21,0.92536271,0.19511337,121,0.01210000
313101584,hetero,4777,4514,0,'\n\n\n' --d=1--> 'Google','+' --d=2--> '\n\n\n',100,21,0.92536271,0.19511337,121,0.01210000
313081633,hetero,4777,2020,1,'\n\n\n' --d=1--> 'Google',' photo' --d=1--> '\n\n\n',100,21,0.74149654,0.19511337,121,0.01210000
313212704,hetero,4779,2020,0,'\n\n\n' --d=2--> '+',' photo' --d=1--> '\n\n\n',100,21,0.69925518,0.19511337,121,0.01210000
46141569,hetero,704,528,1,'-' --d=1--> '0','-' --d=1--> '2',100,15,0.48717334,0.53158561,51,0.00510000
116523434,hetero,1778,53,2,' September' --d=1--> ' ',"',' --d=2--> '2'",100,28,0.40614025,0.09256870,108,0.01080000
9898746,hetero,151,351,2,'2' --d=3--> ' ','0' --d=1--> '9',100,25,0.40545563,0.02075999,104,0.01040000
7211368,hetero,110,301,0,'1' --d=1--> '3',' at' --d=1--> ' ',100,41,0.36749850,0.47393626,42,0.00420000
8195704,hetero,125,463,0,' in' --d=1--> ' ','1' --d=3--> '8',100,29,0.33467526,0.12766002,121,0.01210000
5898818,hetero,90,72,2,' ' --d=3--> ' ','1' --d=1--> '2',100,22,0.32585095,0.14859336,97,0.00970000
2037304,hetero,31,711,0,'1' --d=1--> '9','9' --d=1--> '4',100,24,0.31525436,0.06158198,94,0.00940000
27459752,hetero,419,21,0,'2' --d=1--> '3',"',' --d=1--> ' '",100,22,0.30025230,0.14859336,95,0.00950000
8194744,hetero,125,343,0,' in' --d=1--> ' ','1' --d=3--> '5',100,28,0.29791400,0.09256870,113,0.01130000
2425792,hetero,37,120,0,' ' --d=2--> '9','5' --d=1--> '0',100,14,0.25105312,0.60057848,92,0.00920000
36765737,hetero,561,5,1,'2' --d=1--> '6',' ' --d=1--> '2',100,35,0.24951272,0.31571225,126,0.01260000
345666,hetero,5,2248,2,' ' --d=1--> '2','5' --d=1--> '\n\n',100,19,0.24886654,0.29519683,109,0.01090000
349050,hetero,5,2671,2,' ' --d=1--> '2','9' --d=1--> '\n\n',100,37,0.24390040,0.37128210,117,0.01170000
7209161,hetero,110,25,1,'1' --d=1--> '3',' ' --d=3--> '1',100,18,0.24084629,0.34926405,82,0.00820000
327939,hetero,5,32,3,' ' --d=1--> '2',' ' --d=1--> ' ',100,17,0.17828951,0.40642247,91,0.00910000
461288,hetero,7,317,0,'2' --d=1--> '0','2' --d=1--> '2',100,19,0.17748815,0.29519683,72,0.00720000
329497,hetero,5,227,1,' ' --d=1--> '2','0' --d=3--> '1',100,33,0.14884920,0.25687175,97,0.00970000
13107266,hetero,200,8,2,'0' --d=2--> ' ','0' --d=1--> '0',100,23,0.14825800,0.10414159,76,0.00760000
1048618,hetero,16,5,2,' ' --d=3--> '0',' ' --d=1--> '2',100,18,0.14276875,0.34926405,88,0.00880000
81,hetero,0,10,1,' of' --d=1--> ' the',"',' --d=1--> ' but'",100,21,0.13618152,0.19511337,117,0.01170000
65560,hetero,1,3,0,' the' --d=2--> ' of',' ' --d=1--> '1',100,26,0.11066143,0.01846073,104,0.01040000
2031657,hetero,31,5,1,'1' --d=1--> '9',' ' --d=1--> '2',100,20,0.10517874,0.24390354,113,0.01130000
282263978,hetero,4307,53,2,"',' --d=1--> ' July'","',' --d=2--> '2'",99,17,0.46894916,0.39637213,103,0.01030000
282263722,hetero,4307,21,2,"',' --d=1--> ' July'","',' --d=1--> ' '",99,17,0.38795821,0.39637213,103,0.01030000
9899777,hetero,151,480,1,'2' --d=3--> ' ','0' --d=2--> '9',99,26,0.35716864,0.02851106,103,0.01030000
21301760,hetero,325,320,0,'3' --d=2--> ' ','1' --d=2--> ':',99,34,0.34033624,0.29677505,47,0.00470000
655992,hetero,10,79,0,"',' --d=1--> ' but'","' I' --d=1--> ""'m""",99,18,0.30240405,0.33921372,114,0.01140000
11927586,hetero,182,4,2,' the' --d=1--> ' most',' in' --d=1--> ' the',99,16,0.25186919,0.45699675,109,0.01090000
40828992,hetero,623,8,0,'3' --d=3--> '0','0' --d=1--> '0',99,23,0.24448668,0.09409126,101,0.01010000
10551464,hetero,161,21,0,'1' --d=1--> '4',"',' --d=1--> ' '",99,18,0.24023040,0.33921372,103,0.01030000
205033,hetero,3,1053,1,' ' --d=1--> '1',':' --d=1--> '5',99,32,0.20207770,0.23615043,114,0.01140000
13041713,hetero,199,6,1,'1' --d=1--> '7',' ' --d=2--> '0',99,17,0.19381119,0.39637213,100,0.01000000
2031665,hetero,31,6,1,'1' --d=1--> '9',' ' --d=2--> '0',99,20,0.10710054,0.23385320,112,0.01120000
241041451,hetero,3678,5,3,"',' --d=1--> ' January'",' ' --d=1--> '2',98,35,0.50341665,0.33591496,110,0.01100000
2249592,hetero,34,2671,0,'2' --d=2--> '0','9' --d=1--> '\n\n',98,39,0.44477861,0.44412854,116,0.01160000
545656,hetero,8,2671,0,'0' --d=1--> '0','9' --d=1--> '\n\n',98,39,0.39352547,0.44412854,116,0.01160000
18088952,hetero,276,127,0,'\n' --d=2--> ' ','1' --d=2--> '.',98,22,0.36527376,0.12839065,37,0.00370000
165282001,hetero,2522,26,1,'th' --d=2--> ' ','0' --d=1--> '1',98,16,0.35317080,0.44684438,80,0.00800000
165282016,hetero,2522,28,0,'th' --d=2--> ' ','2' --d=2--> '1',98,16,0.33817313,0.44684438,80,0.00800000
77594682,hetero,1184,7,2,'1' --d=2--> '/','2' --d=1--> '0',98,25,0.25824697,0.00055728,57,0.00570000
350386,hetero,5,2838,2,' ' --d=1--> '2','7' --d=1--> '\n\n',98,19,0.25283802,0.27499412,111,0.01110000
9897720,hetero,151,223,0,'2' --d=3--> ' ','2' --d=3--> '3',98,22,0.24478881,0.12839065,104,0.01040000
3932434,hetero,60,34,2,' ' --d=2--> '2','2' --d=2--> '0',98,17,0.21561514,0.38621976,95,0.00950000
7209128,hetero,110,21,0,'1' --d=1--> '3',"',' --d=1--> ' '",98,21,0.19582515,0.17491067,107,0.01070000
13041705,hetero,199,5,1,'1' --d=1--> '7',' ' --d=1--> '2',98,18,0.18937089,0.32906134,104,0.01040000
197801,hetero,3,149,1,' ' --d=1--> '1','3' --d=1--> '0',98,18,0.15992456,0.32906134,92,0.00920000
22611489,hetero,345,196,1,'.\n' --d=1--> ' ','4' --d=1--> '.',97,34,0.51079897,0.31718392,114,0.01140000
216137771,hetero,3298,5,3,"',' --d=1--> ' June'",' ' --d=1--> '2',97,29,0.49413566,0.15811923,96,0.00960000
116523067,hetero,1778,7,3,' September' --d=1--> ' ','2' --d=1--> '0',97,28,0.46426456,0.12302791,104,0.01040000
22610320,hetero,345,50,0,'.\n' --d=1--> ' ',' ' --d=1--> '4',97,34,0.42869865,0.31718392,114,0.01140000
1246738,hetero,19,194,2,' ' --d=3--> '.','\n' --d=1--> ' ',97,18,0.41825377,0.31880484,38,0.00380000
481457,hetero,7,2838,1,'2' --d=1--> '0','7' --d=1--> '\n\n',97,21,0.36927393,0.16465416,111,0.01110000
414585,hetero,6,2671,1,' ' --d=2--> '0','9' --d=1--> '\n\n',97,37,0.34081927,0.40174131,114,0.01140000
33359864,hetero,509,255,0,'3' --d=3--> '2','0' --d=3--> '\n\n',97,14,0.33209083,0.57011927,110,0.01100000
15075321,hetero,230,255,1,'2' --d=2--> ' ','0' --d=3--> '\n\n',97,22,0.31480064,0.11813415,115,0.01150000
13502392,hetero,206,247,0,'0' --d=3--> '2','0' --d=2--> '3',97,25,0.29855227,0.00969922,65,0.00650000
8194568,hetero,125,321,0,' in' --d=1--> ' ','1' --d=3--> '3',97,28,0.29625317,0.12302791,116,0.01160000
9898928,hetero,151,374,0,'2' --d=3--> ' ','2' --d=3--> '8',97,26,0.28827577,0.04891994,107,0.01070000
5505153,hetero,84,16,1,' ' --d=2--> '3',' ' --d=3--> '0',97,26,0.25355921,0.04891994,104,0.01040000
851976,hetero,13,1,0,' the' --d=3--> ' of',' the' --d=2--> ' of',97,13,0.23825179,0.64422725,106,0.01060000
338233,hetero,5,1319,1,' ' --d=1--> '2','1' --d=2--> '\n',97,18,0.23757987,0.31880484,98,0.00980000
15204418,hetero,232,8,2,' more' --d=1--> ' than','0' --d=1--> '0',97,24,0.20858373,0.03112277,109,0.01090000
202712,hetero,3,763,0,' ' --d=1--> '1','9' --d=3--> '2',97,20,0.17862574,0.21344433,109,0.01090000
393809,hetero,6,74,1,' ' --d=2--> '0','1' --d=3--> ' ',97,31,0.16677422,0.22481060,66,0.00660000
328881,hetero,5,150,1,' ' --d=1--> '2','1' --d=1--> '8',97,25,0.15247905,0.00969922,90,0.00900000
525426,hetero,8,142,2,'0' --d=1--> '0',' ' --d=1--> '0',97,17,0.14561838,0.37596326,49,0.00490000
284716723,hetero,4344,3542,3,'\xa0' --d=1--> '/','Twitter' --d=1--> ' picture',96,17,0.96320995,0.36560047,113,0.01130000
292122290,hetero,4457,3542,2,'/' --d=1--> '\xa0','Twitter' --d=1--> ' picture',96,17,0.83816857,0.36560047,113,0.01130000
272002737,hetero,4150,3542,1,'/' --d=3--> '\xa0','Twitter' --d=1--> ' picture',96,17,0.82810101,0.36560047,113,0.01130000
15822514,hetero,241,3542,2,'\xa0' --d=2--> '\xa0','Twitter' --d=1--> ' picture',96,17,0.67972289,0.36560047,113,0.01130000
15822513,hetero,241,3542,1,'\xa0' --d=2--> '\xa0','Twitter' --d=1--> ' picture',96,17,0.67306887,0.36560047,113,0.01130000
6292920,hetero,96,183,0,' will' --d=1--> ' be',' able' --d=1--> ' to',96,25,0.48407719,0.02006201,114,0.01140000
64686009,hetero,987,247,1,'/' --d=3--> '/','0' --d=2--> '3',96,39,0.44997240,0.46474783,31,0.00310000
116523250,hetero,1778,30,2,' September' --d=1--> ' ',"',' --d=3--> '0'",96,28,0.43390200,0.13339069,104,0.01040000
64685816,hetero,987,223,0,'/' --d=3--> '/','2' --d=3--> '3',96,39,0.39315035,0.46474783,31,0.00310000
9899113,hetero,151,397,1,'2' --d=3--> ' ','0' --d=2--> '8',96,26,0.34175547,0.05928272,106,0.01060000
34341034,hetero,524,21,2,'\n\n' --d=2--> ' ',"',' --d=1--> ' '",96,26,0.33011516,0.05928272,104,0.01040000
46006337,hetero,702,8,1,' $' --d=3--> '0','0' --d=1--> '0',96,24,0.32369488,0.02075999,79,0.00790000
8194984,hetero,125,373,0,' in' --d=1--> ' ','1' --d=2--> '4',96,25,0.31307912,0.02006201,97,0.00970000
9897913,hetero,151,247,1,'2' --d=3--> ' ','0' --d=2--> '3',96,21,0.29832269,0.15429138,101,0.01010000
1837608,hetero,28,325,0,'2' --d=2--> '1','3' --d=2--> ' ',96,39,0.28490636,0.46474783,51,0.00510000
204097,hetero,3,936,1,' ' --d=1--> '1','9' --d=3--> ' ',96,31,0.26414958,0.23517339,78,0.00780000
36765745,hetero,561,6,1,'2' --d=1--> '6',' ' --d=2--> '0',96,34,0.24710784,0.32754671,121,0.01210000
2426376,hetero,37,193,0,' ' --d=2--> '9','9' --d=1--> '9',96,18,0.23447215,0.30844206,89,0.00890000
2424961,hetero,37,16,1,' ' --d=2--> '9',' ' --d=3--> '0',96,21,0.20787329,0.15429138,100,0.01000000
34603072,hetero,528,8,0,'-' --d=1--> '2','0' --d=1--> '0',96,31,0.20249777,0.23517339,81,0.00810000
203736,hetero,3,891,0,' ' --d=1--> '1','0' --d=1--> ' years',96,15,0.19721884,0.49076361,97,0.00970000
41680954,hetero,636,7,2,'2' --d=1--> '9','2' --d=1--> '0',96,31,0.17498131,0.23517339,117,0.01170000
199040,hetero,3,304,0,' ' --d=1--> '1','8' --d=1--> '0',96,21,0.14230162,0.15429138,99,0.00990000
3473458,hetero,53,6,2,"',' --d=2--> '2'",' ' --d=2--> '0',96,19,0.13392292,0.25437484,87,0.00870000
198450,hetero,3,230,2,' ' --d=1--> '1','2' --d=2--> ' ',96,28,0.13006172,0.13339069,91,0.00910000
250575568,hetero,3823,3930,0,' using' --d=1--> ' your',' account' --d=1--> '.',95,18,0.99134176,0.29797076,113,0.01130000
219904721,hetero,3355,3930,1,' are' --d=2--> ' using',' account' --d=1--> '.',95,18,0.98782865,0.29797076,113,0.01130000
128608337,hetero,1962,3338,1,'You' --d=1--> ' are',' using' --d=3--> '.',95,18,0.88780658,0.29797076,113,0.01130000
305429202,hetero,4660,3930,2,'You' --d=2--> ' commenting',' account' --d=1--> '.',95,18,0.88032415,0.29797076,113,0.01130000
305424464,hetero,4660,3338,0,'You' --d=2--> ' commenting',' using' --d=3--> '.',95,18,0.83795193,0.29797076,113,0.01130000
300705872,hetero,4588,3338,0,' are' --d=1--> ' commenting',' using' --d=3--> '.',95,18,0.83687567,0.29797076,113,0.01130000
300710610,hetero,4588,3930,2,' are' --d=1--> ' commenting',' account' --d=1--> '.',95,18,0.80859965,0.29797076,113,0.01130000
219153464,hetero,3344,135,0,' your' --d=1--> ' account','.' --d=2--> '\xa0',95,18,0.76887205,0.29797076,113,0.01130000
219876168,hetero,3355,361,0,' are' --d=2--> ' using',' your' --d=2--> '.',95,18,0.75975454,0.29797076,113,0.01130000
305400649,hetero,4660,361,1,'You' --d=2--> ' commenting',' your' --d=2--> '.',95,18,0.75211240,0.29797076,113,0.01130000
300682057,hetero,4588,361,1,' are' --d=1--> ' commenting',' your' --d=2--> '.',95,18,0.75102541,0.29797076,113,0.01130000
250545209,hetero,3823,135,1,' using' --d=1--> ' your','.' --d=2--> '\xa0',95,18,0.74876384,0.29797076,113,0.01130000
128613074,hetero,1962,3930,2,'You' --d=1--> ' are',' account' --d=1--> '.',95,18,0.74391709,0.29797076,113,0.01130000
219874362,hetero,3355,135,2,' are' --d=2--> ' using','.' --d=2--> '\xa0',95,18,0.69291871,0.29797076,113,0.01130000
128584522,hetero,1962,361,2,'You' --d=1--> ' are',' your' --d=2--> '.',95,18,0.65173984,0.29797076,113,0.01130000
300680250,hetero,4588,135,2,' are' --d=1--> ' commenting','.' --d=2--> '\xa0',95,18,0.64959200,0.29797076,113,0.01130000
8849289,hetero,135,241,1,'.' --d=2--> '\xa0','\xa0' --d=2--> '\xa0',95,19,0.51303759,0.24390354,114,0.01140000
