size,method,step,task,source_layer,target_layer,target_token_offset,recall_k,correct,total,recall
M,baseline,152000,next_token,11,11,1,1,5205,16320,0.31893382352941174
M,baseline,152000,next_token,11,11,1,2,8138,16320,0.49865196078431373
M,baseline,152000,next_token,11,11,1,4,11938,16320,0.7314950980392156
M,baseline,152000,next_token,12,0,1,1,4445,16320,0.27236519607843135
M,baseline,152000,next_token,12,0,1,2,7357,16320,0.450796568627451
M,baseline,152000,next_token,12,0,1,4,11669,16320,0.7150122549019607
M,baseline,152000,next_token,12,1,1,1,5164,16320,0.31642156862745097
M,baseline,152000,next_token,12,1,1,2,8038,16320,0.4925245098039216
M,baseline,152000,next_token,12,1,1,4,11879,16320,0.7278799019607843
M,baseline,152000,next_token,12,2,1,1,4599,16320,0.2818014705882353
M,baseline,152000,next_token,12,2,1,2,7389,16320,0.45275735294117647
M,baseline,152000,next_token,12,2,1,4,11445,16320,0.7012867647058824
M,baseline,152000,next_token,12,3,1,1,4743,16320,0.290625
M,baseline,152000,next_token,12,3,1,2,7577,16320,0.46427696078431374
M,baseline,152000,next_token,12,3,1,4,11564,16320,0.7085784313725491
M,baseline,152000,next_token,12,4,1,1,4801,16320,0.29417892156862746
M,baseline,152000,next_token,12,4,1,2,7716,16320,0.4727941176470588
M,baseline,152000,next_token,12,4,1,4,11806,16320,0.723406862745098
M,baseline,152000,next_token,12,5,1,1,5037,16320,0.30863970588235295
M,baseline,152000,next_token,12,5,1,2,7704,16320,0.47205882352941175
M,baseline,152000,next_token,12,5,1,4,11602,16320,0.7109068627450981
M,baseline,152000,next_token,12,6,1,1,5437,16320,0.33314950980392155
M,baseline,152000,next_token,12,6,1,2,8253,16320,0.5056985294117647
M,baseline,152000,next_token,12,6,1,4,11918,16320,0.7302696078431372
M,baseline,152000,next_token,12,7,1,1,4662,16320,0.28566176470588234
M,baseline,152000,next_token,12,7,1,2,7392,16320,0.45294117647058824
M,baseline,152000,next_token,12,7,1,4,11266,16320,0.6903186274509804
M,baseline,152000,next_token,12,8,1,1,5224,16320,0.32009803921568625
M,baseline,152000,next_token,12,8,1,2,8131,16320,0.4982230392156863
M,baseline,152000,next_token,12,8,1,4,11947,16320,0.732046568627451
M,baseline,152000,next_token,12,9,1,1,5790,16320,0.3547794117647059
M,baseline,152000,next_token,12,9,1,2,8647,16320,0.5298406862745098
M,baseline,152000,next_token,12,9,1,4,12300,16320,0.7536764705882353
M,baseline,152000,next_token,12,10,1,1,5438,16320,0.33321078431372547
M,baseline,152000,next_token,12,10,1,2,8331,16320,0.5104779411764706
M,baseline,152000,next_token,12,10,1,4,12022,16320,0.7366421568627451
M,baseline,152000,next_token,12,11,1,1,5307,16320,0.3251838235294118
M,baseline,152000,next_token,12,11,1,2,8189,16320,0.5017769607843138
M,baseline,152000,next_token,12,11,1,4,12046,16320,0.7381127450980393
M,baseline,152000,next_token,12,12,1,1,5504,16320,0.33725490196078434
M,baseline,152000,next_token,12,12,1,2,8334,16320,0.5106617647058823
M,baseline,152000,next_token,12,12,1,4,12027,16320,0.7369485294117647
M,baseline,152000,next_token,13,0,1,1,4483,16320,0.2746936274509804
M,baseline,152000,next_token,13,0,1,2,7464,16320,0.4573529411764706
M,baseline,152000,next_token,13,0,1,4,11794,16320,0.722671568627451
M,baseline,152000,next_token,13,1,1,1,5179,16320,0.3173406862745098
M,baseline,152000,next_token,13,1,1,2,8157,16320,0.49981617647058824
M,baseline,152000,next_token,13,1,1,4,11924,16320,0.7306372549019607
M,baseline,152000,next_token,13,2,1,1,4602,16320,0.28198529411764706
M,baseline,152000,next_token,13,2,1,2,7440,16320,0.45588235294117646
M,baseline,152000,next_token,13,2,1,4,11439,16320,0.7009191176470588
M,baseline,152000,next_token,13,3,1,1,4752,16320,0.2911764705882353
M,baseline,152000,next_token,13,3,1,2,7592,16320,0.46519607843137256
M,baseline,152000,next_token,13,3,1,4,11620,16320,0.7120098039215687
M,baseline,152000,next_token,13,4,1,1,4860,16320,0.2977941176470588
M,baseline,152000,next_token,13,4,1,2,7820,16320,0.4791666666666667
M,baseline,152000,next_token,13,4,1,4,11844,16320,0.725735294117647
M,baseline,152000,next_token,13,5,1,1,5051,16320,0.30949754901960785
M,baseline,152000,next_token,13,5,1,2,7805,16320,0.47824754901960786
M,baseline,152000,next_token,13,5,1,4,11621,16320,0.7120710784313725
M,baseline,152000,next_token,13,6,1,1,5524,16320,0.33848039215686276
M,baseline,152000,next_token,13,6,1,2,8325,16320,0.5101102941176471
M,baseline,152000,next_token,13,6,1,4,11932,16320,0.7311274509803921
M,baseline,152000,next_token,13,7,1,1,4794,16320,0.29375
M,baseline,152000,next_token,13,7,1,2,7448,16320,0.45637254901960783
M,baseline,152000,next_token,13,7,1,4,11306,16320,0.6927696078431372
M,baseline,152000,next_token,13,8,1,1,5267,16320,0.3227328431372549
M,baseline,152000,next_token,13,8,1,2,8189,16320,0.5017769607843138
M,baseline,152000,next_token,13,8,1,4,11920,16320,0.7303921568627451
M,baseline,152000,next_token,13,9,1,1,5851,16320,0.3585171568627451
M,baseline,152000,next_token,13,9,1,2,8735,16320,0.5352328431372549
M,baseline,152000,next_token,13,9,1,4,12328,16320,0.7553921568627451
M,baseline,152000,next_token,13,10,1,1,5542,16320,0.33958333333333335
M,baseline,152000,next_token,13,10,1,2,8402,16320,0.514828431372549
M,baseline,152000,next_token,13,10,1,4,12087,16320,0.740625
M,baseline,152000,next_token,13,11,1,1,5454,16320,0.3341911764705882
M,baseline,152000,next_token,13,11,1,2,8265,16320,0.5064338235294118
M,baseline,152000,next_token,13,11,1,4,12035,16320,0.7374387254901961
M,baseline,152000,next_token,13,12,1,1,5550,16320,0.3400735294117647
M,baseline,152000,next_token,13,12,1,2,8502,16320,0.5209558823529412
M,baseline,152000,next_token,13,12,1,4,12061,16320,0.739031862745098
M,baseline,152000,next_token,13,13,1,1,5847,16320,0.3582720588235294
M,baseline,152000,next_token,13,13,1,2,8800,16320,0.5392156862745098
M,baseline,152000,next_token,13,13,1,4,12419,16320,0.760968137254902
M,baseline,152000,next_token,14,0,1,1,4540,16320,0.27818627450980393
M,baseline,152000,next_token,14,0,1,2,7604,16320,0.4659313725490196
M,baseline,152000,next_token,14,0,1,4,11899,16320,0.7291053921568628
M,baseline,152000,next_token,14,1,1,1,5362,16320,0.32855392156862745
M,baseline,152000,next_token,14,1,1,2,8233,16320,0.5044730392156863
M,baseline,152000,next_token,14,1,1,4,12007,16320,0.7357230392156863
M,baseline,152000,next_token,14,2,1,1,4715,16320,0.28890931372549017
M,baseline,152000,next_token,14,2,1,2,7535,16320,0.46170343137254904
M,baseline,152000,next_token,14,2,1,4,11589,16320,0.710110294117647
M,baseline,152000,next_token,14,3,1,1,5006,16320,0.3067401960784314
M,baseline,152000,next_token,14,3,1,2,7810,16320,0.47855392156862747
M,baseline,152000,next_token,14,3,1,4,11784,16320,0.7220588235294118
M,baseline,152000,next_token,14,4,1,1,4980,16320,0.30514705882352944
M,baseline,152000,next_token,14,4,1,2,7878,16320,0.4827205882352941
M,baseline,152000,next_token,14,4,1,4,11930,16320,0.7310049019607843
M,baseline,152000,next_token,14,5,1,1,5142,16320,0.3150735294117647
M,baseline,152000,next_token,14,5,1,2,7904,16320,0.4843137254901961
M,baseline,152000,next_token,14,5,1,4,11727,16320,0.7185661764705882
M,baseline,152000,next_token,14,6,1,1,5596,16320,0.3428921568627451
M,baseline,152000,next_token,14,6,1,2,8373,16320,0.5130514705882353
M,baseline,152000,next_token,14,6,1,4,11923,16320,0.7305759803921569
M,baseline,152000,next_token,14,7,1,1,4816,16320,0.2950980392156863
M,baseline,152000,next_token,14,7,1,2,7658,16320,0.46924019607843137
M,baseline,152000,next_token,14,7,1,4,11449,16320,0.701531862745098
M,baseline,152000,next_token,14,8,1,1,5380,16320,0.32965686274509803
M,baseline,152000,next_token,14,8,1,2,8334,16320,0.5106617647058823
M,baseline,152000,next_token,14,8,1,4,12094,16320,0.7410539215686275
M,baseline,152000,next_token,14,9,1,1,6043,16320,0.37028186274509806
M,baseline,152000,next_token,14,9,1,2,8883,16320,0.5443014705882353
M,baseline,152000,next_token,14,9,1,4,12470,16320,0.7640931372549019
M,baseline,152000,next_token,14,10,1,1,5665,16320,0.3471200980392157
M,baseline,152000,next_token,14,10,1,2,8582,16320,0.5258578431372549
M,baseline,152000,next_token,14,10,1,4,12190,16320,0.7469362745098039
M,baseline,152000,next_token,14,11,1,1,5567,16320,0.3411151960784314
M,baseline,152000,next_token,14,11,1,2,8516,16320,0.5218137254901961
M,baseline,152000,next_token,14,11,1,4,12124,16320,0.7428921568627451
M,baseline,152000,next_token,14,12,1,1,5657,16320,0.3466299019607843
M,baseline,152000,next_token,14,12,1,2,8536,16320,0.5230392156862745
M,baseline,152000,next_token,14,12,1,4,12147,16320,0.7443014705882353
M,baseline,152000,next_token,14,13,1,1,5966,16320,0.36556372549019606
M,baseline,152000,next_token,14,13,1,2,8961,16320,0.5490808823529412
M,baseline,152000,next_token,14,13,1,4,12530,16320,0.7677696078431373
M,baseline,152000,next_token,14,14,1,1,5736,16320,0.3514705882352941
M,baseline,152000,next_token,14,14,1,2,8724,16320,0.5345588235294118
M,baseline,152000,next_token,14,14,1,4,12306,16320,0.7540441176470588
M,baseline,152000,next_token,15,0,1,1,4705,16320,0.28829656862745096
M,baseline,152000,next_token,15,0,1,2,7685,16320,0.47089460784313725
M,baseline,152000,next_token,15,0,1,4,11948,16320,0.7321078431372549
M,baseline,152000,next_token,15,1,1,1,5373,16320,0.3292279411764706
M,baseline,152000,next_token,15,1,1,2,8330,16320,0.5104166666666666
M,baseline,152000,next_token,15,1,1,4,12161,16320,0.7451593137254902
M,baseline,152000,next_token,15,2,1,1,4798,16320,0.2939950980392157
M,baseline,152000,next_token,15,2,1,2,7634,16320,0.46776960784313726
M,baseline,152000,next_token,15,2,1,4,11670,16320,0.7150735294117647
M,baseline,152000,next_token,15,3,1,1,5066,16320,0.3104166666666667
M,baseline,152000,next_token,15,3,1,2,7910,16320,0.4846813725490196
M,baseline,152000,next_token,15,3,1,4,11848,16320,0.7259803921568627
M,baseline,152000,next_token,15,4,1,1,4961,16320,0.3039828431372549
M,baseline,152000,next_token,15,4,1,2,8001,16320,0.49025735294117645
M,baseline,152000,next_token,15,4,1,4,11967,16320,0.7332720588235294
M,baseline,152000,next_token,15,5,1,1,5278,16320,0.32340686274509806
M,baseline,152000,next_token,15,5,1,2,8034,16320,0.4922794117647059
M,baseline,152000,next_token,15,5,1,4,11756,16320,0.720343137254902
M,baseline,152000,next_token,15,6,1,1,5777,16320,0.3539828431372549
M,baseline,152000,next_token,15,6,1,2,8499,16320,0.5207720588235294
M,baseline,152000,next_token,15,6,1,4,12057,16320,0.7387867647058823
M,baseline,152000,next_token,15,7,1,1,5083,16320,0.31145833333333334
M,baseline,152000,next_token,15,7,1,2,7754,16320,0.4751225490196078
M,baseline,152000,next_token,15,7,1,4,11520,16320,0.7058823529411765
M,baseline,152000,next_token,15,8,1,1,5507,16320,0.3374387254901961
M,baseline,152000,next_token,15,8,1,2,8340,16320,0.5110294117647058
M,baseline,152000,next_token,15,8,1,4,12123,16320,0.7428308823529411
M,baseline,152000,next_token,15,9,1,1,6191,16320,0.3793504901960784
M,baseline,152000,next_token,15,9,1,2,9020,16320,0.5526960784313726
M,baseline,152000,next_token,15,9,1,4,12503,16320,0.7661151960784314
M,baseline,152000,next_token,15,10,1,1,5812,16320,0.35612745098039217
M,baseline,152000,next_token,15,10,1,2,8636,16320,0.5291666666666667
M,baseline,152000,next_token,15,10,1,4,12206,16320,0.7479166666666667
M,baseline,152000,next_token,15,11,1,1,5731,16320,0.3511642156862745
M,baseline,152000,next_token,15,11,1,2,8675,16320,0.5315563725490197
M,baseline,152000,next_token,15,11,1,4,12231,16320,0.7494485294117647
M,baseline,152000,next_token,15,12,1,1,5849,16320,0.35839460784313726
M,baseline,152000,next_token,15,12,1,2,8592,16320,0.5264705882352941
M,baseline,152000,next_token,15,12,1,4,12208,16320,0.7480392156862745
M,baseline,152000,next_token,15,13,1,1,6038,16320,0.36997549019607845
M,baseline,152000,next_token,15,13,1,2,8999,16320,0.5514093137254902
M,baseline,152000,next_token,15,13,1,4,12586,16320,0.7712009803921569
M,baseline,152000,next_token,15,14,1,1,5800,16320,0.3553921568627451
M,baseline,152000,next_token,15,14,1,2,8801,16320,0.5392769607843138
M,baseline,152000,next_token,15,14,1,4,12336,16320,0.7558823529411764
M,baseline,152000,next_token,15,15,1,1,5706,16320,0.34963235294117645
M,baseline,152000,next_token,15,15,1,2,8600,16320,0.5269607843137255
M,baseline,152000,next_token,15,15,1,4,12134,16320,0.7435049019607843
M,baseline,152000,next_token,16,0,1,1,4687,16320,0.28719362745098037
M,baseline,152000,next_token,16,0,1,2,7785,16320,0.47702205882352944
M,baseline,152000,next_token,16,0,1,4,12087,16320,0.740625
M,baseline,152000,next_token,16,1,1,1,5452,16320,0.33406862745098037
M,baseline,152000,next_token,16,1,1,2,8432,16320,0.5166666666666667
M,baseline,152000,next_token,16,1,1,4,12177,16320,0.7461397058823529
M,baseline,152000,next_token,16,2,1,1,4845,16320,0.296875
M,baseline,152000,next_token,16,2,1,2,7696,16320,0.4715686274509804
M,baseline,152000,next_token,16,2,1,4,11746,16320,0.7197303921568627
M,baseline,152000,next_token,16,3,1,1,5092,16320,0.31200980392156863
M,baseline,152000,next_token,16,3,1,2,7965,16320,0.4880514705882353
M,baseline,152000,next_token,16,3,1,4,11875,16320,0.7276348039215687
M,baseline,152000,next_token,16,4,1,1,5048,16320,0.3093137254901961
M,baseline,152000,next_token,16,4,1,2,8034,16320,0.4922794117647059
M,baseline,152000,next_token,16,4,1,4,12058,16320,0.7388480392156863
M,baseline,152000,next_token,16,5,1,1,5371,16320,0.32910539215686274
M,baseline,152000,next_token,16,5,1,2,8153,16320,0.49957107843137255
M,baseline,152000,next_token,16,5,1,4,11765,16320,0.7208946078431373
M,baseline,152000,next_token,16,6,1,1,5827,16320,0.357046568627451
M,baseline,152000,next_token,16,6,1,2,8577,16320,0.5255514705882353
M,baseline,152000,next_token,16,6,1,4,12118,16320,0.7425245098039216
M,baseline,152000,next_token,16,7,1,1,5126,16320,0.31409313725490196
M,baseline,152000,next_token,16,7,1,2,7905,16320,0.484375
M,baseline,152000,next_token,16,7,1,4,11647,16320,0.7136642156862745
M,baseline,152000,next_token,16,8,1,1,5535,16320,0.3391544117647059
M,baseline,152000,next_token,16,8,1,2,8444,16320,0.5174019607843138
M,baseline,152000,next_token,16,8,1,4,12144,16320,0.7441176470588236
M,baseline,152000,next_token,16,9,1,1,6165,16320,0.37775735294117646
M,baseline,152000,next_token,16,9,1,2,9091,16320,0.5570465686274509
M,baseline,152000,next_token,16,9,1,4,12530,16320,0.7677696078431373
M,baseline,152000,next_token,16,10,1,1,5896,16320,0.36127450980392156
M,baseline,152000,next_token,16,10,1,2,8764,16320,0.5370098039215686
M,baseline,152000,next_token,16,10,1,4,12261,16320,0.7512867647058824
M,baseline,152000,next_token,16,11,1,1,5801,16320,0.35545343137254903
M,baseline,152000,next_token,16,11,1,2,8683,16320,0.532046568627451
M,baseline,152000,next_token,16,11,1,4,12294,16320,0.7533088235294118
M,baseline,152000,next_token,16,12,1,1,5911,16320,0.3621936274509804
M,baseline,152000,next_token,16,12,1,2,8772,16320,0.5375
M,baseline,152000,next_token,16,12,1,4,12266,16320,0.751593137254902
M,baseline,152000,next_token,16,13,1,1,6142,16320,0.37634803921568627
M,baseline,152000,next_token,16,13,1,2,9070,16320,0.5557598039215687
M,baseline,152000,next_token,16,13,1,4,12620,16320,0.7732843137254902
M,baseline,152000,next_token,16,14,1,1,5862,16320,0.35919117647058824
M,baseline,152000,next_token,16,14,1,2,8839,16320,0.5416053921568628
M,baseline,152000,next_token,16,14,1,4,12383,16320,0.7587622549019608
M,baseline,152000,next_token,16,15,1,1,5728,16320,0.3509803921568627
M,baseline,152000,next_token,16,15,1,2,8624,16320,0.5284313725490196
M,baseline,152000,next_token,16,15,1,4,12109,16320,0.7419730392156862
M,baseline,152000,next_token,16,16,1,1,5399,16320,0.33082107843137254
M,baseline,152000,next_token,16,16,1,2,8280,16320,0.5073529411764706
M,baseline,152000,next_token,16,16,1,4,11946,16320,0.731985294117647
M,baseline,152000,next_token,17,0,1,1,4776,16320,0.2926470588235294
M,baseline,152000,next_token,17,0,1,2,7878,16320,0.4827205882352941
M,baseline,152000,next_token,17,0,1,4,12052,16320,0.7384803921568628
M,baseline,152000,next_token,17,1,1,1,5448,16320,0.3338235294117647
M,baseline,152000,next_token,17,1,1,2,8452,16320,0.5178921568627451
M,baseline,152000,next_token,17,1,1,4,12223,16320,0.7489583333333333
M,baseline,152000,next_token,17,2,1,1,4932,16320,0.30220588235294116
M,baseline,152000,next_token,17,2,1,2,7749,16320,0.4748161764705882
M,baseline,152000,next_token,17,2,1,4,11715,16320,0.7178308823529411
M,baseline,152000,next_token,17,3,1,1,5129,16320,0.3142769607843137
M,baseline,152000,next_token,17,3,1,2,7958,16320,0.48762254901960783
M,baseline,152000,next_token,17,3,1,4,11904,16320,0.7294117647058823
M,baseline,152000,next_token,17,4,1,1,5090,16320,0.3118872549019608
M,baseline,152000,next_token,17,4,1,2,8082,16320,0.49522058823529413
M,baseline,152000,next_token,17,4,1,4,12088,16320,0.740686274509804
M,baseline,152000,next_token,17,5,1,1,5386,16320,0.33002450980392156
M,baseline,152000,next_token,17,5,1,2,8155,16320,0.4996936274509804
M,baseline,152000,next_token,17,5,1,4,11870,16320,0.727328431372549
M,baseline,152000,next_token,17,6,1,1,5938,16320,0.36384803921568626
M,baseline,152000,next_token,17,6,1,2,8632,16320,0.528921568627451
M,baseline,152000,next_token,17,6,1,4,12138,16320,0.74375
M,baseline,152000,next_token,17,7,1,1,5175,16320,0.3170955882352941
M,baseline,152000,next_token,17,7,1,2,7857,16320,0.4814338235294118
M,baseline,152000,next_token,17,7,1,4,11691,16320,0.716360294117647
M,baseline,152000,next_token,17,8,1,1,5471,16320,0.3352328431372549
M,baseline,152000,next_token,17,8,1,2,8364,16320,0.5125
M,baseline,152000,next_token,17,8,1,4,12145,16320,0.7441789215686274
M,baseline,152000,next_token,17,9,1,1,6210,16320,0.3805147058823529
M,baseline,152000,next_token,17,9,1,2,9096,16320,0.5573529411764706
M,baseline,152000,next_token,17,9,1,4,12504,16320,0.7661764705882353
M,baseline,152000,next_token,17,10,1,1,5936,16320,0.3637254901960784
M,baseline,152000,next_token,17,10,1,2,8734,16320,0.535171568627451
M,baseline,152000,next_token,17,10,1,4,12211,16320,0.7482230392156862
M,baseline,152000,next_token,17,11,1,1,5867,16320,0.35949754901960784
M,baseline,152000,next_token,17,11,1,2,8753,16320,0.5363357843137255
M,baseline,152000,next_token,17,11,1,4,12302,16320,0.7537990196078431
M,baseline,152000,next_token,17,12,1,1,5889,16320,0.3608455882352941
M,baseline,152000,next_token,17,12,1,2,8707,16320,0.5335171568627451
M,baseline,152000,next_token,17,12,1,4,12208,16320,0.7480392156862745
M,baseline,152000,next_token,17,13,1,1,6159,16320,0.37738970588235293
M,baseline,152000,next_token,17,13,1,2,9080,16320,0.5563725490196079
M,baseline,152000,next_token,17,13,1,4,12605,16320,0.7723651960784313
M,baseline,152000,next_token,17,14,1,1,5874,16320,0.3599264705882353
M,baseline,152000,next_token,17,14,1,2,8809,16320,0.5397671568627451
M,baseline,152000,next_token,17,14,1,4,12405,16320,0.7601102941176471
M,baseline,152000,next_token,17,15,1,1,5691,16320,0.34871323529411763
M,baseline,152000,next_token,17,15,1,2,8540,16320,0.5232843137254902
M,baseline,152000,next_token,17,15,1,4,12167,16320,0.7455269607843137
M,baseline,152000,next_token,17,16,1,1,5440,16320,0.3333333333333333
M,baseline,152000,next_token,17,16,1,2,8357,16320,0.5120710784313726
M,baseline,152000,next_token,17,16,1,4,11955,16320,0.7325367647058824
M,baseline,152000,next_token,17,17,1,1,5713,16320,0.3500612745098039
M,baseline,152000,next_token,17,17,1,2,8347,16320,0.5114583333333333
M,baseline,152000,next_token,17,17,1,4,11937,16320,0.7314338235294118
M,baseline,152000,next_token,18,0,1,1,4783,16320,0.2930759803921569
M,baseline,152000,next_token,18,0,1,2,7922,16320,0.48541666666666666
M,baseline,152000,next_token,18,0,1,4,12208,16320,0.7480392156862745
M,baseline,152000,next_token,18,1,1,1,5400,16320,0.33088235294117646
M,baseline,152000,next_token,18,1,1,2,8392,16320,0.5142156862745098
M,baseline,152000,next_token,18,1,1,4,12220,16320,0.7487745098039216
M,baseline,152000,next_token,18,2,1,1,4877,16320,0.2988357843137255
M,baseline,152000,next_token,18,2,1,2,7791,16320,0.47738970588235297
M,baseline,152000,next_token,18,2,1,4,11714,16320,0.7177696078431373
M,baseline,152000,next_token,18,3,1,1,5198,16320,0.3185049019607843
M,baseline,152000,next_token,18,3,1,2,8073,16320,0.49466911764705884
M,baseline,152000,next_token,18,3,1,4,11921,16320,0.730453431372549
M,baseline,152000,next_token,18,4,1,1,5147,16320,0.3153799019607843
M,baseline,152000,next_token,18,4,1,2,8108,16320,0.4968137254901961
M,baseline,152000,next_token,18,4,1,4,12093,16320,0.7409926470588235
M,baseline,152000,next_token,18,5,1,1,5345,16320,0.3275122549019608
M,baseline,152000,next_token,18,5,1,2,8216,16320,0.5034313725490196
M,baseline,152000,next_token,18,5,1,4,11827,16320,0.7246936274509804
M,baseline,152000,next_token,18,6,1,1,5907,16320,0.3619485294117647
M,baseline,152000,next_token,18,6,1,2,8653,16320,0.5302083333333333
M,baseline,152000,next_token,18,6,1,4,12143,16320,0.7440563725490196
M,baseline,152000,next_token,18,7,1,1,5215,16320,0.31954656862745096
M,baseline,152000,next_token,18,7,1,2,7959,16320,0.48768382352941175
M,baseline,152000,next_token,18,7,1,4,11642,16320,0.7133578431372549
M,baseline,152000,next_token,18,8,1,1,5543,16320,0.33964460784313727
M,baseline,152000,next_token,18,8,1,2,8453,16320,0.517953431372549
M,baseline,152000,next_token,18,8,1,4,12167,16320,0.7455269607843137
M,baseline,152000,next_token,18,9,1,1,6196,16320,0.379656862745098
M,baseline,152000,next_token,18,9,1,2,9100,16320,0.5575980392156863
M,baseline,152000,next_token,18,9,1,4,12515,16320,0.7668504901960784
M,baseline,152000,next_token,18,10,1,1,6001,16320,0.36770833333333336
M,baseline,152000,next_token,18,10,1,2,8790,16320,0.5386029411764706
M,baseline,152000,next_token,18,10,1,4,12283,16320,0.7526348039215687
M,baseline,152000,next_token,18,11,1,1,5887,16320,0.36072303921568627
M,baseline,152000,next_token,18,11,1,2,8775,16320,0.5376838235294118
M,baseline,152000,next_token,18,11,1,4,12291,16320,0.753125
M,baseline,152000,next_token,18,12,1,1,5933,16320,0.36354166666666665
M,baseline,152000,next_token,18,12,1,2,8750,16320,0.5361519607843137
M,baseline,152000,next_token,18,12,1,4,12245,16320,0.7503063725490197
M,baseline,152000,next_token,18,13,1,1,6179,16320,0.37861519607843136
M,baseline,152000,next_token,18,13,1,2,9136,16320,0.5598039215686275
M,baseline,152000,next_token,18,13,1,4,12642,16320,0.7746323529411765
M,baseline,152000,next_token,18,14,1,1,5928,16320,0.36323529411764705
M,baseline,152000,next_token,18,14,1,2,8861,16320,0.542953431372549
M,baseline,152000,next_token,18,14,1,4,12395,16320,0.7594975490196079
M,baseline,152000,next_token,18,15,1,1,5601,16320,0.3431985294117647
M,baseline,152000,next_token,18,15,1,2,8426,16320,0.5162990196078432
M,baseline,152000,next_token,18,15,1,4,12140,16320,0.7438725490196079
M,baseline,152000,next_token,18,16,1,1,5454,16320,0.3341911764705882
M,baseline,152000,next_token,18,16,1,2,8306,16320,0.5089460784313725
M,baseline,152000,next_token,18,16,1,4,12002,16320,0.7354166666666667
M,baseline,152000,next_token,18,17,1,1,5685,16320,0.3483455882352941
M,baseline,152000,next_token,18,17,1,2,8380,16320,0.5134803921568627
M,baseline,152000,next_token,18,17,1,4,11899,16320,0.7291053921568628
M,baseline,152000,next_token,18,18,1,1,5253,16320,0.321875
M,baseline,152000,next_token,18,18,1,2,8123,16320,0.4977328431372549
M,baseline,152000,next_token,18,18,1,4,11700,16320,0.7169117647058824
M,baseline,152000,next_token,19,0,1,1,4797,16320,0.2939338235294118
M,baseline,152000,next_token,19,0,1,2,7908,16320,0.48455882352941176
M,baseline,152000,next_token,19,0,1,4,12197,16320,0.7473651960784313
M,baseline,152000,next_token,19,1,1,1,5455,16320,0.33425245098039214
M,baseline,152000,next_token,19,1,1,2,8485,16320,0.5199142156862745
M,baseline,152000,next_token,19,1,1,4,12281,16320,0.7525122549019608
M,baseline,152000,next_token,19,2,1,1,4916,16320,0.3012254901960784
M,baseline,152000,next_token,19,2,1,2,7810,16320,0.47855392156862747
M,baseline,152000,next_token,19,2,1,4,11788,16320,0.7223039215686274
M,baseline,152000,next_token,19,3,1,1,5238,16320,0.3209558823529412
M,baseline,152000,next_token,19,3,1,2,8114,16320,0.4971813725490196
M,baseline,152000,next_token,19,3,1,4,11996,16320,0.7350490196078432
M,baseline,152000,next_token,19,4,1,1,5195,16320,0.31832107843137253
M,baseline,152000,next_token,19,4,1,2,8138,16320,0.49865196078431373
M,baseline,152000,next_token,19,4,1,4,12119,16320,0.7425857843137255
M,baseline,152000,next_token,19,5,1,1,5433,16320,0.33290441176470587
M,baseline,152000,next_token,19,5,1,2,8144,16320,0.49901960784313726
M,baseline,152000,next_token,19,5,1,4,11874,16320,0.7275735294117647
M,baseline,152000,next_token,19,6,1,1,5990,16320,0.36703431372549017
M,baseline,152000,next_token,19,6,1,2,8723,16320,0.5344975490196079
M,baseline,152000,next_token,19,6,1,4,12230,16320,0.7493872549019608
M,baseline,152000,next_token,19,7,1,1,5249,16320,0.32162990196078434
M,baseline,152000,next_token,19,7,1,2,7953,16320,0.4873161764705882
M,baseline,152000,next_token,19,7,1,4,11704,16320,0.717156862745098
M,baseline,152000,next_token,19,8,1,1,5604,16320,0.34338235294117647
M,baseline,152000,next_token,19,8,1,2,8432,16320,0.5166666666666667
M,baseline,152000,next_token,19,8,1,4,12211,16320,0.7482230392156862
M,baseline,152000,next_token,19,9,1,1,6266,16320,0.3839460784313726
M,baseline,152000,next_token,19,9,1,2,9146,16320,0.5604166666666667
M,baseline,152000,next_token,19,9,1,4,12556,16320,0.7693627450980393
M,baseline,152000,next_token,19,10,1,1,5989,16320,0.36697303921568625
M,baseline,152000,next_token,19,10,1,2,8754,16320,0.5363970588235294
M,baseline,152000,next_token,19,10,1,4,12330,16320,0.7555147058823529
M,baseline,152000,next_token,19,11,1,1,6025,16320,0.36917892156862747
M,baseline,152000,next_token,19,11,1,2,8872,16320,0.5436274509803921
M,baseline,152000,next_token,19,11,1,4,12352,16320,0.7568627450980392
M,baseline,152000,next_token,19,12,1,1,5969,16320,0.3657475490196078
M,baseline,152000,next_token,19,12,1,2,8778,16320,0.5378676470588235
M,baseline,152000,next_token,19,12,1,4,12294,16320,0.7533088235294118
M,baseline,152000,next_token,19,13,1,1,6206,16320,0.38026960784313724
M,baseline,152000,next_token,19,13,1,2,9138,16320,0.5599264705882353
M,baseline,152000,next_token,19,13,1,4,12659,16320,0.7756740196078431
M,baseline,152000,next_token,19,14,1,1,5921,16320,0.3628063725490196
M,baseline,152000,next_token,19,14,1,2,8872,16320,0.5436274509803921
M,baseline,152000,next_token,19,14,1,4,12336,16320,0.7558823529411764
M,baseline,152000,next_token,19,15,1,1,5634,16320,0.3452205882352941
M,baseline,152000,next_token,19,15,1,2,8517,16320,0.521875
M,baseline,152000,next_token,19,15,1,4,12207,16320,0.7479779411764705
M,baseline,152000,next_token,19,16,1,1,5474,16320,0.33541666666666664
M,baseline,152000,next_token,19,16,1,2,8345,16320,0.5113357843137255
