layer,a_band,h_band,energy_fraction,a_band_adjacent_cosine,a_band_sequence_gap,a_band_sequence_accuracy
5,0_1,0_1,0.19590683859586844,0.6628801822662354,0.5815268009901047,0.66015625
5,0_1,1_2,0.058631658245170276,0.6628801822662354,0.5815268009901047,0.66015625
5,0_1,2_5,0.10228998282570252,0.6628801822662354,0.5815268009901047,0.66015625
5,0_1,5_10,0.10970615673597978,0.6628801822662354,0.5815268009901047,0.66015625
5,0_1,10_20,0.15637950409858994,0.6628801822662354,0.5815268009901047,0.66015625
5,0_1,20_50,0.19935764344866982,0.6628801822662354,0.5815268009901047,0.66015625
5,0_1,50_100,0.1777285968789673,0.6628801822662354,0.5815268009901047,0.66015625
5,1_2,0_1,0.04451514736678291,0.6555095314979553,0.6428689640015364,0.3984375
5,1_2,1_2,0.05679616275916849,0.6555095314979553,0.6428689640015364,0.3984375
5,1_2,2_5,0.13071329851296515,0.6555095314979553,0.6428689640015364,0.3984375
5,1_2,5_10,0.11690301299731976,0.6555095314979553,0.6428689640015364,0.3984375
5,1_2,10_20,0.2130046939168047,0.6555095314979553,0.6428689640015364,0.3984375
5,1_2,20_50,0.25395643553998487,0.6555095314979553,0.6428689640015364,0.3984375
5,1_2,50_100,0.18411141940472706,0.6555095314979553,0.6428689640015364,0.3984375
5,2_5,0_1,0.02702241486038475,0.5601666569709778,0.548174693249166,0.4296875
5,2_5,1_2,0.048856527936496794,0.5601666569709778,0.548174693249166,0.4296875
5,2_5,2_5,0.1436398447610265,0.5601666569709778,0.548174693249166,0.4296875
5,2_5,5_10,0.1201177739416778,0.5601666569709778,0.548174693249166,0.4296875
5,2_5,10_20,0.19531055771798345,0.5601666569709778,0.548174693249166,0.4296875
5,2_5,20_50,0.2734610459850331,0.5601666569709778,0.548174693249166,0.4296875
5,2_5,50_100,0.19159186043808424,0.5601666569709778,0.548174693249166,0.4296875
5,5_10,0_1,0.01720426790477829,0.4205019474029541,0.41379621624946594,0.3203125
5,5_10,1_2,0.027883644429236066,0.4205019474029541,0.41379621624946594,0.3203125
5,5_10,2_5,0.1154723742163721,0.4205019474029541,0.41379621624946594,0.3203125
5,5_10,5_10,0.15421197519069504,0.4205019474029541,0.41379621624946594,0.3203125
5,5_10,10_20,0.16635740688564712,0.4205019474029541,0.41379621624946594,0.3203125
5,5_10,20_50,0.2875105729804837,0.4205019474029541,0.41379621624946594,0.3203125
5,5_10,50_100,0.2313598439643721,0.4205019474029541,0.41379621624946594,0.3203125
5,10_20,0_1,0.01016775402968725,0.322211891412735,0.3143995516002178,0.244140625
5,10_20,1_2,0.012549281565966844,0.322211891412735,0.3143995516002178,0.244140625
5,10_20,2_5,0.05344983187457201,0.322211891412735,0.3143995516002178,0.244140625
5,10_20,5_10,0.10879049948750912,0.322211891412735,0.3143995516002178,0.244140625
5,10_20,10_20,0.15736071794350473,0.322211891412735,0.3143995516002178,0.244140625
5,10_20,20_50,0.33933132946260297,0.322211891412735,0.3143995516002178,0.244140625
5,10_20,50_100,0.31835067084076923,0.322211891412735,0.3143995516002178,0.244140625
5,20_50,0_1,0.007250075221354641,0.16492930054664612,0.15789470029994845,0.083984375
5,20_50,1_2,0.006817104071604192,0.16492930054664612,0.15789470029994845,0.083984375
5,20_50,2_5,0.022695258981661987,0.16492930054664612,0.15789470029994845,0.083984375
5,20_50,5_10,0.047963875342259314,0.16492930054664612,0.15789470029994845,0.083984375
5,20_50,10_20,0.10418499103020827,0.16492930054664612,0.15789470029994845,0.083984375
5,20_50,20_50,0.3365895248522066,0.16492930054664612,0.15789470029994845,0.083984375
5,20_50,50_100,0.47449926404355597,0.16492930054664612,0.15789470029994845,0.083984375
5,50_100,0_1,0.006377001658818772,-0.1120181679725647,-0.11749606719240546,0.021484375
5,50_100,1_2,0.004877683762468612,-0.1120181679725647,-0.11749606719240546,0.021484375
5,50_100,2_5,0.014173940566767558,-0.1120181679725647,-0.11749606719240546,0.021484375
5,50_100,5_10,0.02758911032972228,-0.1120181679725647,-0.11749606719240546,0.021484375
5,50_100,10_20,0.07575844215761864,-0.1120181679725647,-0.11749606719240546,0.021484375
5,50_100,20_50,0.2886112474082737,-0.1120181679725647,-0.11749606719240546,0.021484375
5,50_100,50_100,0.582612658694395,-0.1120181679725647,-0.11749606719240546,0.021484375
6,0_1,0_1,0.21906752785757863,0.6232301592826843,0.509374625980854,0.6796875
6,0_1,1_2,0.03647778015682103,0.6232301592826843,0.509374625980854,0.6796875
6,0_1,2_5,0.049989430557348086,0.6232301592826843,0.509374625980854,0.6796875
6,0_1,5_10,0.05308709668521604,0.6232301592826843,0.509374625980854,0.6796875
6,0_1,10_20,0.11548098966470603,0.6232301592826843,0.509374625980854,0.6796875
6,0_1,20_50,0.22424436065253972,0.6232301592826843,0.509374625980854,0.6796875
6,0_1,50_100,0.3016527760449541,0.6232301592826843,0.509374625980854,0.6796875
6,1_2,0_1,0.028763515227614386,0.5093283653259277,0.5152337201870978,0.44921875
6,1_2,1_2,0.023051308463733683,0.5093283653259277,0.5152337201870978,0.44921875
6,1_2,2_5,0.05636426733031769,0.5093283653259277,0.5152337201870978,0.44921875
6,1_2,5_10,0.08745550128010274,0.5093283653259277,0.5152337201870978,0.44921875
6,1_2,10_20,0.1479894087588988,0.5093283653259277,0.5152337201870978,0.44921875
6,1_2,20_50,0.2694762682276317,0.5093283653259277,0.5152337201870978,0.44921875
6,1_2,50_100,0.3868997424738917,0.5093283653259277,0.5152337201870978,0.44921875
6,2_5,0_1,0.011492727160948088,0.48184239864349365,0.4746997351758182,0.388671875
6,2_5,1_2,0.010867056736655958,0.48184239864349365,0.4746997351758182,0.388671875
6,2_5,2_5,0.033528893677604636,0.48184239864349365,0.4746997351758182,0.388671875
6,2_5,5_10,0.06464329427184519,0.48184239864349365,0.4746997351758182,0.388671875
6,2_5,10_20,0.14876000015082247,0.48184239864349365,0.4746997351758182,0.388671875
6,2_5,20_50,0.2995715538145165,0.48184239864349365,0.4746997351758182,0.388671875
6,2_5,50_100,0.43113652735482855,0.48184239864349365,0.4746997351758182,0.388671875
6,5_10,0_1,0.00792255109558057,0.38737499713897705,0.3802499552257359,0.275390625
6,5_10,1_2,0.005825229039371591,0.38737499713897705,0.3802499552257359,0.275390625
6,5_10,2_5,0.020139156981341343,0.38737499713897705,0.3802499552257359,0.275390625
6,5_10,5_10,0.041622414483543396,0.38737499713897705,0.3802499552257359,0.275390625
