role,band,band_index,b,q,j,e,q_enrichment,j_enrichment,layer,split,floor_ratio
coarse,F10,10,1.1185813946212875e-06,0.02095118447093211,0.24832652509212494,0.11320688070392441,1.128150937830955,0.9370432873577088,2,design,1e-06
coarse,F11,11,7.411888418573653e-07,0.023510934564599954,0.2400103062391281,0.07501258040112035,1.2659848857297384,0.9056625999764177,2,design,1e-06
coarse,F12,12,4.2808386524484376e-07,0.024378334054212976,0.21521909534931183,0.04332455313227826,1.3126914358552781,0.8121146483786028,2,design,1e-06
coarse,F13,13,2.4168116397049744e-07,0.027432631824758955,0.21367147564888,0.024459525993865496,1.4771551156551985,0.8062748104831778,2,design,1e-06
coarse,F14,14,1.2521275039034663e-07,0.03284744111349261,0.19579605758190155,0.012672251625327074,1.76872441502994,0.7388231336952839,2,design,1e-06
coarse,F15,15,4.5270176940448437e-08,0.03877372518731008,0.19118313491344452,0.0045816026844233415,2.087834914248049,0.7214165831063997,2,design,1e-06
coarse,F16,16,5.9133355989615666e-09,0.016122245115407295,0.16093936562538147,0.0005984636262795674,0.8681287672361411,0.6072937724833253,2,design,1e-06
fine,F1,1,6.714316987199709e-05,0.003959104912113577,0.38078802824020386,6.922292226297111,0.1456778437298079,1.0002365478961248,2,design,1e-06
fine,F2,2,3.081078830291517e-05,0.008025568638219432,0.4185234308242798,3.1765149122681997,0.2953060249411844,1.0993581746673247,2,design,1e-06
fine,F3,3,1.809308560041245e-05,0.010605337192889345,0.3805478811264038,1.8653516960881316,0.3902302890637146,0.9996057404592296,2,design,1e-06
fine,F4,4,1.1958987670368515e-05,0.012933744395376163,0.40898746252059937,1.232941601398848,0.47590554852587236,1.0743095299896002,2,design,1e-06
fine,F5,5,7.96573112893384e-06,0.014481540895231914,0.3661661744117737,0.8212468785092157,0.5328577287880409,0.9618285321168971,2,design,1e-06
fine,F6,6,5.786426754639251e-06,0.0168083915889001,0.3601994514465332,0.5965660694608119,0.618475715494493,0.9461554175796935,2,design,1e-06
fine,F7,7,4.1718376451171935e-06,0.01909736703255081,0.37256836891174316,0.4301059862860692,0.7027000577091329,0.9786455233316774,2,design,1e-06
fine,F8,8,3.1031011076265713e-06,0.02242200756959884,0.38735079765319824,0.3199219327250755,0.8250323715440065,1.0174753299361707,2,design,1e-06
fine,F9,9,2.217079327238025e-06,0.025221171982717012,0.38310572504997253,0.22857531184902524,0.928029449166427,1.0063245676975523,2,design,1e-06
fine,F10,10,1.5323746538342675e-06,0.028514240778484426,0.3801933526992798,0.15798397922281723,1.0492000602188147,0.9986744814285389,2,design,1e-06
fine,F11,11,1.0372227734478656e-06,0.03277702386643731,0.3732665479183197,0.10693506361502576,1.2060519402083627,0.9804794679611318,2,design,1e-06
fine,F12,12,6.7752722543446e-07,0.03865574478454524,0.38089966773986816,0.06985135576218385,1.4223633050875744,1.0005297974194072,2,design,1e-06
fine,F13,13,4.0121645383806026e-07,0.04539373915810544,0.4040844738483429,0.04136440898993096,1.6702921963883637,1.0614305839613443,2,design,1e-06
fine,F14,14,2.036988320242017e-07,0.053483503779003475,0.34620293974876404,0.021000838121213235,1.9679603543218114,0.9093900218610729,2,design,1e-06
fine,F15,15,7.806450952330124e-08,0.0676665969640222,0.3634661138057709,0.008048254922325608,2.4898365052393268,0.9547361366123962,2,design,1e-06
fine,F16,16,1.2604357557677304e-08,0.03478891023855182,0.3848171830177307,0.0012994776163430437,1.2800806095730657,1.0108201470818388,2,design,1e-06
coarse,F1,1,0.00013312780356500298,0.00710923339592346,0.23617270588874817,8.363836414451098,0.25952273851482,1.0775765641465749,3,confirmation,1e-06
coarse,F2,2,4.256205647834577e-05,0.01081279664463913,0.21291418373584747,2.6739874640363572,0.39472140524035987,0.9714557560949627,3,confirmation,1e-06
coarse,F3,3,2.5144756364170462e-05,0.012955389535035857,0.2127026617527008,1.579734835844884,0.47293681096286583,0.9704906524815585,3,confirmation,1e-06
coarse,F4,4,1.6249938198598102e-05,0.014663240530200756,0.2037041336297989,1.0209123954460224,0.5352819531964303,0.9294333974504854,3,confirmation,1e-06
coarse,F5,5,1.0475441740709357e-05,0.015521173522185815,0.19920867681503296,0.6581260919371045,0.5666008179941241,0.9089221411201002,3,confirmation,1e-06
coarse,F6,6,8.345577953150496e-06,0.019424667743576773,0.23429939150810242,0.5243160851077835,0.7090979697535602,1.0690292611622347,3,confirmation,1e-06
coarse,F7,7,5.804993179481244e-06,0.020999121833163027,0.2220355123281479,0.3647022788630232,0.7665734546953802,1.0130733083347758,3,confirmation,1e-06
coarse,F8,8,4.316195827414049e-06,0.024014672597862302,0.21660003066062927,0.2711676664566978,0.8766562089110418,0.988273035002067,3,confirmation,1e-06
coarse,F9,9,3.2883322091947775e-06,0.02909135244927805,0.24483302235603333,0.206591500329581,1.0619805307089316,1.1170906732309462,3,confirmation,1e-06
coarse,F10,10,2.1074961296108086e-06,0.029344712585332642,0.23663577437400818,0.1324047449152643,1.0712294486551448,1.079689389781668,3,confirmation,1e-06
coarse,F11,11,1.400255314365495e-06,0.032652406865060185,0.21813920140266418,0.0879719042468868,1.1919769090123935,0.995295753032059,3,confirmation,1e-06
coarse,F12,12,9.075564548766124e-07,0.037020887345288384,0.224032923579216,0.057017794346474214,1.351448395491857,1.0221868235693752,3,confirmation,1e-06
coarse,F13,13,5.585571898336639e-07,0.044849097342948785,0.236055389046669,0.03509170014664298,1.6372173923891693,1.0770412868835717,3,confirmation,1e-06
coarse,F14,14,2.773988398985239e-07,0.05256169924830929,0.23807835578918457,0.017427753304266817,1.918766113057353,1.0862714032239824,3,confirmation,1e-06
coarse,F15,15,9.560764624438889e-08,0.060242780192137954,0.20969544351100922,0.006006609376442774,2.19916416025601,0.956769727837339,3,confirmation,1e-06
coarse,F16,16,1.1219787765526235e-08,0.027032599146040785,0.16161631047725677,0.0007048900902950847,0.986825691160558,0.7374008266482989,3,confirmation,1e-06
fine,F1,1,0.00017411648877896369,0.009815219978816353,0.331674724817276,8.238863254990232,0.2315451022696991,0.9282251374181429,3,confirmation,1e-06
fine,F2,2,5.3601572290062904e-05,0.013635751658164417,0.2739357054233551,2.5363251203102415,0.32167302607869275,0.766636673778542,3,confirmation,1e-06
fine,F3,3,3.329321043565869e-05,0.017129247797372654,0.2924228310585022,1.5753718101174217,0.40408604612078847,0.8183747576575734,3,confirmation,1e-06
fine,F4,4,2.247784868814051e-05,0.020364370309799953,0.2926231324672699,1.0636093279083267,0.4804039253544354,0.8189353213326647,3,confirmation,1e-06
fine,F5,5,1.584636265761219e-05,0.02341732560518319,0.32054802775382996,0.7498199391718028,0.5524244045306523,0.8970859545442682,3,confirmation,1e-06
fine,F6,6,1.1440166417742148e-05,0.026540638526112742,0.350265771150589,0.5413270586323502,0.6261046492177527,0.980254053842189,3,confirmation,1e-06
fine,F7,7,8.40316351968795e-06,0.030406816282101363,0.35062548518180847,0.39762181992953183,0.7173093828697004,0.981260749803854,3,confirmation,1e-06
fine,F8,8,6.1444006860256195e-06,0.03425529363847473,0.33086681365966797,0.29074143058500146,0.8080965567677175,0.9259641166372996,3,confirmation,1e-06
fine,F9,9,4.623335371434223e-06,0.040537224996000654,0.386748343706131,0.21876749395952727,0.9562899178710699,1.082354209174771,3,confirmation,1e-06
