start_record,end_record,start_global_step,end_global_step,loss_mean,loss_min,loss_max,batch_time_mean,num_records
57520,58238,14380,14559,3.501336578581363,2.923,3.986,0.8621766342141863,719
58239,58957,14560,14739,3.5055785813630043,3.099,3.9,0.8623324061196106,719
58958,59676,14739,14919,3.504397774687065,3.057,4.263,0.8615632823365785,719
59677,60395,14919,15099,3.4985855354659248,3.043,4.023,0.8652586926286508,719
60396,61114,15099,15278,3.4966119610570234,3.041,4.036,0.8721070931849791,719
61115,61833,15279,15458,3.496317107093185,2.947,4.155,0.8616662030598052,719
61834,62552,15458,15638,3.4888289290681502,3.081,4.113,0.8622990264255911,719
62553,63271,15638,15818,3.4733337969401945,3.063,4.028,0.8622948539638386,719
63272,63990,15818,15997,3.4714575799721836,2.929,3.947,0.8617635605006954,719
63991,64709,15998,16177,3.477356050069541,3.001,3.943,0.8658344923504868,719
64710,65428,16177,16357,3.4753379694019473,3.065,3.924,0.8642990264255911,719
65429,66147,16357,16537,3.4610319888734353,2.963,4.006,0.8650598052851182,719
66148,66866,16537,16716,3.4617760778859528,3.007,3.982,0.8616328233657858,719
66867,67585,16717,16896,3.4574826147426982,3.083,4.037,0.86242280945758,719
67586,68304,16896,17076,3.4640987482614745,3.053,3.981,0.8652058414464534,719
68305,69023,17076,17256,3.452614742698192,2.946,3.864,0.862095966620306,719
69024,69742,17256,17435,3.4541627260083447,3.062,3.951,0.8623574408901251,719
69743,70461,17436,17615,3.447741307371349,3.0,3.982,0.8651349095966621,719
70462,71180,17615,17795,3.4538080667593882,3.025,4.026,0.861490959666203,719
71181,71899,17795,17975,3.442970792767733,2.955,3.947,0.8615326842837274,719
71900,71985,17975,17996,3.4320813953488374,3.021,3.846,0.8620697674418605,86
