dim,seed,lr,variant,trainable_parameters,first_stable_tail_step,success,final_tail_loss,final_a_bayes_gap,final_cake_loss,final_the_retention_gap,base_max_abs_drift,final_embedding_common_energy_fraction,final_embedding_residual_energy_fraction,final_map_common_energy_fraction,final_map_residual_energy_fraction
8,8,0.3,common_oracle,14,65,1,0.5493146777153015,1.704692840576172e-05,0.0,5.364418029785156e-07,0.0,0.9999997019767761,1.1876506239710274e-15,0.9999995827674866,7.666978014378607e-16
8,8,1.0,common_oracle,14,80,1,0.5493401288986206,6.794929504394531e-05,3.973642748178463e-08,5.364418029785156e-07,0.0,0.9999999403953552,1.2694617246980576e-15,1.0,2.1709552376312244e-16
8,8,0.003,residual_oracle,14,,0,5.9091315269470215,10.59294319152832,0.1267077773809433,5.364418029785156e-07,0.0,4.874182802943499e-16,1.0000001192092896,8.18883977774231e-16,1.000000238418579
8,8,0.01,residual_oracle,14,,0,0.5689608454704285,0.039043307304382324,0.00026620723656378686,5.364418029785156e-07,0.0,1.6274896342500047e-15,1.0000001192092896,7.747335500689031e-16,1.0000001192092896
8,8,0.03,residual_oracle,14,355,1,0.5502251982688904,0.0018091201782226562,2.9006332624703646e-05,5.364418029785156e-07,0.0,1.868560822631854e-15,1.000000238418579,1.3601626479647585e-15,1.0
8,8,0.1,residual_oracle,14,135,1,0.5494884848594666,0.0003167390823364258,4.783965050592087e-05,5.364418029785156e-07,0.0,1.3390460107105904e-15,1.0000001192092896,9.576595794513298e-16,1.0000001192092896
8,8,0.3,residual_oracle,14,80,1,0.549339234828949,6.186962127685547e-05,4.291518507670844e-06,5.364418029785156e-07,0.0,2.0408316539938546e-15,1.000000238418579,4.888576010299718e-16,1.0000001192092896
8,8,1.0,residual_oracle,14,75,1,0.549306333065033,3.5762786865234375e-07,0.0,5.364418029785156e-07,0.0,2.3657907620102834e-15,1.000000238418579,1.0750949801157446e-15,1.0
8,9,0.003,common_oracle,14,,0,0.9272264838218689,0.730911135673523,0.024929456412792206,2.1457672119140625e-06,0.0,1.0000001192092896,4.439571574135857e-15,1.0000001192092896,4.889587897034331e-15
8,9,0.01,common_oracle,14,900,1,0.5575292706489563,0.013393163681030273,0.003053007647395134,2.1457672119140625e-06,0.0,1.0000001192092896,4.302739754254029e-15,1.0000001192092896,6.979086887803866e-15
8,9,0.03,common_oracle,14,280,1,0.5497401356697083,0.0007201433181762695,0.0001477287005400285,2.1457672119140625e-06,0.0,1.0000001192092896,3.624377324819425e-15,1.0000001192092896,6.642742386426918e-15
8,9,0.1,common_oracle,14,110,1,0.5494269132614136,0.00022232532501220703,1.9192497347830795e-05,2.1457672119140625e-06,0.0,1.0000001192092896,4.763997051395515e-15,1.0000001192092896,5.789008985043363e-15
8,9,0.3,common_oracle,14,90,1,0.5493465065956116,6.687641143798828e-05,1.390756278851768e-05,2.1457672119140625e-06,0.0,1.0000001192092896,4.631119604827944e-15,1.000000238418579,4.957850282253555e-15
8,9,1.0,common_oracle,14,75,1,0.549309492111206,5.7220458984375e-06,1.0331456223866553e-06,2.1457672119140625e-06,0.0,1.000000238418579,6.408693630573399e-15,1.000000238418579,5.3793529350486084e-15
8,9,0.003,residual_oracle,14,,0,1.1101785898208618,0.6718329191207886,0.4499117434024811,2.1457672119140625e-06,0.0,4.418128088043167e-15,1.0,1.0111404985871375e-15,0.9999998807907104
8,9,0.01,residual_oracle,14,605,1,0.5543096661567688,0.007164597511291504,0.002842379966750741,2.1457672119140625e-06,0.0,3.326304736614742e-15,1.0,1.2755837612034564e-15,1.0000001192092896
8,9,0.03,residual_oracle,14,220,1,0.5499532222747803,0.001053452491760254,0.00024068720813374966,2.1457672119140625e-06,0.0,3.0562460690746005e-15,1.0,1.4414455177700573e-15,1.0000001192092896
8,9,0.1,residual_oracle,14,85,1,0.549415647983551,0.0001901388168334961,2.8808235583710484e-05,2.1457672119140625e-06,0.0,2.7114399203128194e-15,1.0000001192092896,1.36107299662482e-15,1.000000238418579
8,9,0.3,residual_oracle,14,65,1,0.5493306517601013,4.470348358154297e-05,4.172312401351519e-06,2.1457672119140625e-06,0.0,2.6677260322126826e-15,1.0,1.8365076136000937e-15,1.0000001192092896
8,9,1.0,residual_oracle,14,105,1,0.5493702292442322,0.00012636184692382812,1.8676068975764792e-06,2.1457672119140625e-06,0.0,4.546440450541511e-15,0.9999999403953552,1.4635199375293332e-15,1.000000238418579
16,0,0.003,common_oracle,14,,0,0.7119426727294922,0.2711080312728882,0.054165150970220566,2.384185791015625e-07,0.0,1.0000001192092896,8.602688534946855e-15,1.0000001192092896,2.0282646496719162e-15
16,0,0.01,common_oracle,14,600,1,0.5551673769950867,0.009824633598327637,0.0018976754508912563,2.384185791015625e-07,0.0,0.9999999403953552,4.4402339539006096e-15,1.0000001192092896,2.4204055406251094e-15
16,0,0.03,common_oracle,14,205,1,0.5501845479011536,0.0014733076095581055,0.00028355579706840217,2.384185791015625e-07,0.0,0.9999998807907104,8.796911495686371e-15,1.0,3.0292257180571883e-15
16,0,0.1,common_oracle,14,75,1,0.5494787096977234,0.00028765201568603516,5.749672345700674e-05,2.384185791015625e-07,0.0,1.000000238418579,4.3743330965383305e-15,1.000000238418579,1.3155390676550943e-14
16,0,0.3,common_oracle,14,75,1,0.5493940711021423,0.00012671947479248047,4.911236101179384e-05,2.384185791015625e-07,0.0,1.0,5.01782953228158e-15,0.9999998211860657,1.04976477746546e-14
16,0,1.0,common_oracle,14,85,1,0.5493096709251404,7.033348083496094e-06,0.0,2.384185791015625e-07,0.0,1.0000001192092896,4.177381419159234e-15,0.9999998807907104,4.186040636979015e-15
16,0,0.003,residual_oracle,14,,0,0.5906312465667725,0.0345458984375,0.048104315996170044,2.384185791015625e-07,0.0,6.377001045818932e-15,1.0000001192092896,4.903912071205349e-15,1.0000003576278687
16,0,0.01,residual_oracle,14,360,1,0.5527622103691101,0.003967761993408203,0.002944245934486389,2.384185791015625e-07,0.0,5.7275885084555854e-15,1.0000001192092896,5.040087017036581e-15,1.000000238418579
16,0,0.03,residual_oracle,14,145,1,0.549767017364502,0.0006544589996337891,0.00026732098194770515,2.384185791015625e-07,0.0,6.309152436194442e-15,1.0,5.665196908593781e-15,1.000000238418579
