model,step,layer,control,contrast,actual_router_input_B,control_B,actual_minus_control_B
lb,30000,12,expert_input_h_basis,H:T,2.8258538248755616,-0.36624168210795155,3.192095506983513
lb,40000,1,expert_input_h_basis,H:M,1.6892950015460775,1.6736573527914655,0.015637648754611932
lb,40000,1,expert_input_h_basis,H:T,3.0104144045593277,2.9844819993088625,0.02593240525046525
lb,40000,2,expert_input_h_basis,H:M,2.5809694795711677,0.21298964215961844,2.3679798374115495
lb,40000,2,expert_input_h_basis,H:T,4.19278147838821,1.487115524130537,2.705665954257673
lb,40000,3,expert_input_h_basis,H:M,2.566483297379105,1.1777309102688454,1.3887523871102598
lb,40000,3,expert_input_h_basis,H:T,4.1609836110981,2.5451662426492403,1.6158173684488597
lb,40000,4,expert_input_h_basis,H:M,2.5174980208060593,0.23560209373445884,2.2818959270716004
lb,40000,4,expert_input_h_basis,H:T,4.175759170073999,1.0037885677166403,3.1719706023573586
lb,40000,5,expert_input_h_basis,H:M,2.268788593757672,0.6383072003914625,1.6304813933662097
lb,40000,5,expert_input_h_basis,H:T,4.0858751683088945,1.3866625449701993,2.6992126233386955
lb,40000,6,expert_input_h_basis,H:M,2.0516222006168703,0.6579130941626339,1.3937091064542364
lb,40000,6,expert_input_h_basis,H:T,3.5400970677123382,1.0197750004894799,2.5203220672228586
lb,40000,7,expert_input_h_basis,H:M,1.2552266732638877,0.5456569985306243,0.7095696747332634
lb,40000,7,expert_input_h_basis,H:T,2.9786563474373677,0.6363918978526534,2.3422644495847145
lb,40000,8,expert_input_h_basis,H:M,1.2487094847107287,0.43071326902976204,0.8179962156809667
lb,40000,8,expert_input_h_basis,H:T,2.5475384829727314,0.5541862801978129,1.9933522027749184
lb,40000,9,expert_input_h_basis,H:M,1.6880422377493216,0.5639051129947459,1.1241371247545757
lb,40000,9,expert_input_h_basis,H:T,2.841467755736849,0.5983221259072317,2.243145629829617
lb,40000,10,expert_input_h_basis,H:M,1.2078162710646545,0.3324695834849284,0.8753466875797261
lb,40000,10,expert_input_h_basis,H:T,2.6560811934339243,0.28863047402278713,2.367450719411137
lb,40000,11,expert_input_h_basis,H:M,1.093230377839956,0.04141286450793461,1.0518175133320213
lb,40000,11,expert_input_h_basis,H:T,2.1135197323645403,-0.15308451317359467,2.2666042455381348
lb,40000,12,expert_input_h_basis,H:M,1.4765372579554332,-0.09655613807914405,1.5730933960345772
lb,40000,12,expert_input_h_basis,H:T,2.616744996253408,-0.42916447861829377,3.045909474871702
lb,80000,1,expert_input_h_basis,H:M,1.9434519501293401,2.0125648272933994,-0.06911287716405923
lb,80000,1,expert_input_h_basis,H:T,3.520469698804206,3.461465702095336,0.0590039967088698
lb,80000,2,expert_input_h_basis,H:M,2.7692898243813064,0.10604958852180596,2.6632402358595004
lb,80000,2,expert_input_h_basis,H:T,4.57143705004932,1.472537052375723,3.0988999976735965
lb,80000,3,expert_input_h_basis,H:M,2.6830896647076847,1.1764372301893857,1.506652434518299
lb,80000,3,expert_input_h_basis,H:T,4.404390026622604,2.5323298256137203,1.8720602010088836
lb,80000,4,expert_input_h_basis,H:M,2.510711868181556,0.2563213049488499,2.254390563232706
lb,80000,4,expert_input_h_basis,H:T,4.284487908738586,0.9222717007119609,3.3622162080266254
lb,80000,5,expert_input_h_basis,H:M,2.3358089485281868,0.6604250507177224,1.6753838978104643
lb,80000,5,expert_input_h_basis,H:T,4.169534866282642,1.3290332693115832,2.8405015969710585
lb,80000,6,expert_input_h_basis,H:M,2.10445066062327,0.6250437167418484,1.4794069438814215
lb,80000,6,expert_input_h_basis,H:T,3.5884140091270895,0.9251640185322121,2.6632499905948777
lb,80000,7,expert_input_h_basis,H:M,1.303621019561984,0.6434344576636999,0.6601865618982841
lb,80000,7,expert_input_h_basis,H:T,2.945928794007372,0.6534266359786493,2.292502158028723
lb,80000,8,expert_input_h_basis,H:M,1.2595670783018167,0.47803931904462177,0.781527759257195
lb,80000,8,expert_input_h_basis,H:T,2.516903057173572,0.5811661255489105,1.9357369316246618
lb,80000,9,expert_input_h_basis,H:M,1.7558360909770412,0.6134152709902113,1.14242081998683
lb,80000,9,expert_input_h_basis,H:T,2.847520198778613,0.655919329760866,2.191600869017747
lb,80000,10,expert_input_h_basis,H:M,1.2651830624041327,0.3601623356958565,0.9050207267082762
