model,step,layer,coarse_band,coarse_V,sum_constituent_fine_V,within_group_response_cross_term,cross_term_over_coarse_V,coarse_input_energy,sum_constituent_fine_energy,energy_reconstruction_relative_error
batchgrad,30000,8,H,20.207582473754883,20.207582473754883,0.0,0.0,77.26776885986328,77.26776885986328,0.0
batchgrad,30000,8,M,1.6547234058380127,1.4478819668293,0.20684143900871277,0.1250006123554895,33.6346321105957,33.634631633758545,1.4176969637581082e-08
batchgrad,30000,8,T,0.0306458212435245,0.027465293993372875,0.003180527250151624,0.10378339104956026,2.4173367023468018,2.417336673475802,1.1943309256443778e-08
batchgrad,30000,9,H,26.660043716430664,26.660043716430664,0.0,0.0,99.54742431640624,99.54742431640624,0.0
batchgrad,30000,9,M,1.8855209350585935,1.957260873168707,-0.07173993811011337,-0.03804780778415701,43.97843551635742,43.978432416915894,7.047639353081354e-08
batchgrad,30000,9,T,0.0251215528696775,0.02525889049866202,-0.00013733762898452198,-0.005466924345679793,3.0503194332122803,3.050319559406489,4.137081758925906e-08
batchgrad,30000,10,H,20.52490234375,20.52490234375,0.0,0.0,186.0014495849609,186.0014495849609,0.0
batchgrad,30000,10,M,3.4810166358947754,3.956678166985512,-0.4756615310907364,-0.13664442915495298,156.82479858398438,156.824800491333,1.2162289701848765e-08
batchgrad,30000,10,T,0.1275472491979599,0.12310888194770042,0.004438367250259478,0.03479782808464104,11.649825096130373,11.649825517088175,3.6134259396706787e-08
batchgrad,30000,11,H,43.409461975097656,43.409461975097656,0.0,0.0,209.62582397460935,209.62582397460935,0.0
batchgrad,30000,11,M,3.6818108558654794,3.995540514588356,-0.3137296587228766,-0.08521069414064958,97.5447998046875,97.54479789733887,1.9553565506634448e-08
batchgrad,30000,11,T,0.0692623928189277,0.06939673694796479,-0.00013434412903709503,-0.0019396403094000833,5.634599685668945,5.634599226526916,8.148618444948518e-08
batchgrad,30000,12,H,35.19055938720703,35.19055938720703,0.0,0.0,527.1026611328125,527.1026611328125,0.0
batchgrad,30000,12,M,4.302949905395508,5.008963465690613,-0.706013560295105,-0.16407663947233692,205.77703857421875,205.7770481109619,4.634503067077054e-08
batchgrad,30000,12,T,0.0949718952178955,0.08965872818225719,0.005313167035638305,0.05594462470658529,10.917640686035156,10.917640216648579,4.2993407742993175e-08
lb,10000,1,H,1.775601148605347,1.775601148605347,0.0,0.0,15.271979331970217,15.271979331970217,0.0
