rank,pooled_eigenvalue,complex_old_variance,complex_new_variance,complex_update_variance,simple_old_variance,simple_new_variance,simple_update_variance,innovation_top2_mass
81,0.008983361119615453,0.0034281372470490986,0.0071330475432481765,0.00515086181823395,0.011280052772329205,0.01411855092377176,0.008179827857191442,0.002610164593326205
82,0.008814324564364666,0.004204354712125889,0.004877152640549134,0.004778386033367881,0.01321047492256264,0.012991164543665593,0.006996159959584756,0.0009340405204539881
83,0.008460507504664459,0.003962808036116529,0.005074472029793988,0.004910420755253762,0.011748251914702551,0.013081308937158807,0.00788792415079882,0.0007821510148145937
84,0.008252180137908127,0.006058079244832575,0.006835317454947581,0.005465542051074954,0.009824279688425879,0.010315244088066894,0.00795980108763003,0.00029273932408398467
85,0.008022540645611594,0.004498540559631872,0.005524349700316553,0.002998618376848826,0.009913619232831525,0.01217717968894628,0.0044274309836171135,0.0052394166456678935
86,0.007915572638898468,0.005274562286886479,0.006745372289336133,0.006869855287072071,0.00923027138148169,0.010435297509099982,0.008121335998038654,0.001111255976096159
87,0.007778073638743421,0.004168047126586782,0.006909282340578261,0.005016794558813012,0.009681081547441333,0.010376693166235263,0.007033871863442143,0.0009598843407208491
88,0.00759267462125154,0.0040719797511891654,0.005388124024563794,0.00521940612926318,0.009847516133893367,0.011085344450872682,0.00947527024206229,0.003489637662051851
89,0.007439052800189829,0.004065016663664439,0.005654174445037459,0.0037185765997116618,0.009461358838722551,0.010597476648963457,0.007617210538516196,0.0022380703495422363
90,0.007301525093557113,0.003933242384796774,0.005302572888916568,0.003945950652091206,0.009150371841251845,0.010841325401520614,0.007463842009302414,0.0022605976997530403
91,0.007214263304629242,0.004189156650526998,0.00516700003321748,0.002625352887097217,0.009099319144623396,0.010422733622261773,0.0054124167981199145,0.0032934623407721237
92,0.007109696080607201,0.003898949367722625,0.005376508584924596,0.003888363814244338,0.008147507430056015,0.011036668511121882,0.008760467831984121,0.0030783143756795864
93,0.0070399022166192805,0.0029408629890040074,0.005981294013191314,0.003714776146888904,0.010039880183786765,0.00921821655502076,0.005611149258395765,0.002130332997641437
94,0.006849851528157383,0.004421387193322259,0.007101440204553203,0.004426554429143144,0.007351756808527238,0.008544909482383066,0.006280984325705449,6.772409393450032e-05
95,0.006769739616103855,0.0031132848133582744,0.0051406995354429386,0.004372145129450103,0.008535313568086596,0.010309513175528631,0.008460411978549876,0.0005787594238463169
96,0.00656762692377778,0.0038895391370395156,0.004927847158760089,0.0029716292867218346,0.008674542033277596,0.008797839230359596,0.006427112570185123,0.000651325970821121
97,0.006524615482628952,0.003311689200406033,0.005060741038751229,0.004065188714186678,0.008294008333978328,0.009451157083015698,0.006493795266949911,0.004647600884613285
98,0.006327506851569862,0.003143793710636212,0.005364347798633518,0.0028538356611878734,0.007863334200990337,0.008957107455826804,0.005822935574427394,0.00115033906038458
99,0.006201472106715146,0.002932064534129554,0.004687204724777809,0.003934295654089596,0.007963229971121071,0.009241575408685771,0.005611525806013874,0.0077832169716754
